iter	Passed	Remaining
282	3509	120494
283	3518	120385
284	3533	120434
285	3545	120428
286	3559	120470
287	3573	120515
288	3589	120605
289	3599	120537
290	3610	120474
291	3622	120447
292	3631	120320
293	3640	120184
294	3649	120078
295	3658	119940
296	3667	119815
297	3676	119700
298	3686	119602
299	3694	119464
300	3704	119380
301	3716	119340
302	3726	119265
303	3735	119145
304	3752	119292
305	3764	119264
306	3777	119270
307	3788	119206
308	3797	119104
309	3807	119012
310	3816	118900
311	3825	118786
312	3834	118666
313	3843	118559
314	3852	118446
315	3861	118329
316	3870	118236
317	3879	118123
318	3892	118133
319	3903	118066
320	3916	118103
321	3927	118040
322	3940	118068
323	3955	118130
324	3968	118134
325	3989	118398
326	4008	118564
327	4030	118865
328	4050	119062
329	4072	119336
330	4081	119217
331	4095	119257
332	4106	119209
333	4119	119222
334	4129	119146
335	4138	119042
336	4150	119016
337	4162	118976
338	4172	118915
339	4184	118899
340	4194	118818
341	4203	118715
342	4214	118654
343	4225	118621
344	4235	118542
345	4245	118451
346	4254	118345
347	4264	118288
348	4274	118217
349	4284	118123
350	4294	118047
351	4306	118039
352	4319	118036
353	4332	118067
354	4343	118005
355	4349	117821
356	4359	117767
357	4373	117787
358	4384	117744
359	4400	117837
360	4411	117795
361	4421	117726
362	4430	117630
363	4443	117620
364	4454	117578
365	4463	117485
366	4473	117411
367	4483	117339
368	4491	117241
369	4501	117163
370	4511	117095
371	4523	117068
372	4535	117049
373	4546	117027
374	4561	117070
375	4574	117089
376	4586	117081
377	4601	117119
378	4613	117110
379	4624	117077
380	4634	117009
381	4643	116914
382	4652	116825
383	4661	116740
384	4670	116635
385	4680	116565
386	4689	116493
387	4699	116409
388	4708	116325
389	4717	116232
390	4725	116126
391	4735	116076
392	4747	116052
393	4755	115943
394	4764	115853
395	4775	115828
396	4787	115810
397	4799	115779
398	4811	115785
399	4820	115682
400	4828	115588
401	4839	115553
402	4852	115565
403	4866	115585
404	4879	115604
405	4894	115657
406	4907	115658
407	4920	115691
408	4934	115710
409	4946	115704
410	4960	115736
411	4977	115824
412	4993	115915
413	5008	115977
414	5030	116181
415	5051	116382
416	5067	116460
417	5081	116478
418	5095	116514
419	5111	116582
420	5128	116679
421	5141	116690
422	5152	116657
423	5164	116634
424	5173	116556
425	5185	116529
426	5197	116530
427	5209	116505
428	5220	116475
429	5233	116466
430	5245	116455
431	5254	116373
432	5263	116284
433	5272	116212
434	5281	116122
435	5289	116034
436	5298	115948
437	5307	115863
438	5316	115781
439	5324	115687
440	5334	115618
441	5342	115537
442	5351	115451
443	5360	115364
444	5368	115276
445	5377	115197
446	5389	115175
447	5401	115177
448	5413	115162
449	5425	115146
450	5435	115081
451	5445	115040
452	5456	114986
453	5464	114906
454	5475	114866
455	5485	114816
456	5495	114751
457	5508	114759
458	5521	114769
459	5533	114753
460	5544	114718
461	5555	114692
462	5566	114659
463	5575	114589
464	5583	114498
465	5596	114503
466	5608	114481
467	5619	114451
468	5630	114432
469	5640	114370
470	5651	114332
471	5660	114259
472	5669	114184
473	5680	114152
474	5690	114110
475	5698	114027
476	5707	113952
477	5720	113945
478	5729	113877
479	5738	113807
480	5747	113742
481	5756	113678
482	5766	113615
483	5775	113547
484	5784	113484
485	5792	113401
486	5803	113372
487	5816	113368
488	5827	113353
489	5838	113322
490	5849	113289
491	5860	113246
492	5869	113185
493	5878	113113
494	5887	113047
495	5896	112986
496	5905	112914
497	5914	112844
498	5923	112790
499	5932	112709
500	5941	112655
501	5950	112585
502	5959	112524
503	5969	112469
504	5977	112385
505	5985	112308
506	5995	112264
507	6005	112215
508	6018	112218
509	6031	112236
510	6045	112266
511	6062	112352
512	6078	112416
513	6091	112414
514	6104	112432
515	6119	112468
516	6136	112553
517	6151	112600
518	6164	112616
519	6180	112672
520	6204	112890
521	6236	113239
522	6253	113315
523	6271	113419
524	6285	113434
525	6296	113411
526	6308	113398
527	6320	113378
528	6326	113266
529	6338	113260
530	6350	113252
531	6360	113195
532	6369	113135
533	6377	113055
534	6386	112983
535	6394	112912
536	6404	112852
537	6411	112767
538	6422	112728
539	6431	112670
540	6442	112648
541	6456	112660
542	6474	112762
543	6496	112925
544	6516	113054
545	6533	113132
546	6555	113290
547	6570	113326
548	6585	113374
549	6594	113298
550	6606	113288
551	6621	113332
552	6635	113358
553	6652	113421
554	6668	113481
555	6681	113495
556	6693	113484
557	6708	113507
558	6718	113465
559	6728	113430
560	6738	113384
561	6748	113327
562	6757	113265
563	6766	113208
564	6775	113151
565	6784	113075
566	6793	113013
567	6802	112959
568	6811	112905
569	6821	112848
570	6831	112813
571	6841	112758
572	6850	112698
573	6862	112698
574	6874	112686
575	6887	112684
576	6899	112680
577	6912	112676
578	6923	112648
579	6932	112600
580	6942	112546
581	6952	112499
582	6961	112444
583	6970	112389
584	6978	112319
585	6988	112270
586	6997	112210
587	7007	112161
588	7016	112101
589	7025	112047
590	7034	111987
591	7112	113028
592	7141	113286
593	7150	113235
594	7160	113188
595	7170	113144
596	7181	113110
597	7192	113082
598	7202	113037
599	7213	113013
600	7223	112965
601	7233	112921
602	7242	112872
603	7252	112825
604	7262	112782
605	7270	112709
606	7279	112642
607	7288	112584
608	7297	112524
609	7306	112465
610	7318	112466
611	7331	112459
612	7344	112461
613	7355	112445
614	7367	112435
615	7378	112394
616	7387	112338
617	7396	112287
618	7407	112261
619	7417	112213
620	7426	112158
621	7435	112099
622	7444	112048
623	7456	112032
624	7467	112016
625	7478	111982
626	7490	111978
627	7503	111983
628	7514	111958
629	7528	111972
630	7542	111996
631	7555	111992
632	7567	111989
633	7580	111981
634	7590	111944
635	7600	111898
636	7609	111846
637	7618	111791
638	7628	111747
639	7637	111700
640	7647	111665
641	7660	111658
642	7673	111664
643	7682	111616
644	7692	111569
645	7702	111524
646	7711	111475
647	7720	111423
648	7732	111409
649	7744	111402
650	7756	111396
651	7768	111376
652	7782	111392
653	7793	111368
654	7803	111330
655	7812	111277
656	7821	111224
657	7830	111171
658	7839	111124
659	7849	111076
660	7858	111035
661	7868	110989
662	7877	110940
663	7887	110903
664	7896	110841
665	7906	110809
666	7916	110767
667	7925	110721
668	7937	110716
669	7948	110685
670	7960	110671
671	7973	110679
672	7985	110665
673	7996	110641
674	8006	110602
675	8015	110557
676	8024	110509
677	8034	110462
678	8043	110420
679	8052	110371
680	8062	110327
681	8072	110291
682	8081	110247
683	8094	110248
684	8107	110248
685	8122	110275
686	8135	110288
687	8152	110336
688	8167	110373
689	8184	110428
690	8200	110470
691	8217	110529
692	8234	110583
693	8246	110577
694	8260	110595
695	8275	110626
696	8286	110600
697	8296	110562
698	8305	110516
699	8314	110464
700	8324	110424
701	8334	110384
702	8343	110345
703	8354	110321
704	8361	110236
705	8372	110215
706	8383	110190
707	8396	110196
708	8409	110202
709	8428	110280
710	8440	110268
711	8450	110233
712	8459	110187
713	8469	110152
714	8478	110101
715	8489	110075
716	8500	110055
717	8511	110036
718	8524	110041
719	8536	110020
720	8545	109974
721	8555	109939
722	8568	109948
723	8581	109948
724	8593	109935
725	8605	109921
726	8612	109849
727	8626	109869
728	8636	109836
729	8646	109796
730	8655	109753
731	8664	109702
732	8673	109656
733	8682	109607
734	8692	109570
735	8701	109531
736	8710	109478
737	8720	109446
738	8729	109399
739	8738	109353
740	8748	109313
741	8756	109258
742	8765	109214
743	8778	109216
744	8790	109201
745	8802	109188
746	8813	109175
747	8826	109172
748	8841	109207
749	8852	109182
750	8862	109145
751	8872	109118
752	8884	109105
753	8897	109106
754	8907	109074
755	8917	109033
756	8926	108993
757	8936	108962
758	8945	108908
759	8953	108855
760	8963	108821
761	8972	108781
762	8982	108742
763	8994	108731
764	9006	108729
765	9019	108724
766	9031	108721
767	9043	108706
768	9056	108718
769	9066	108678
770	9075	108639
771	9085	108599
772	9095	108568
773	9104	108530
774	9113	108483
775	9122	108439
776	9132	108405
777	9142	108369
778	9152	108332
779	9161	108298
780	9171	108260
781	9180	108216
782	9192	108212
783	9204	108201
784	9217	108197
785	9319	109243
786	9344	109391
787	9360	109426
788	9374	109440
789	9391	109484
790	9404	109484
791	9422	109553
792	9472	109976
793	9485	109978
794	9498	109983
795	9510	109966
796	9522	109959
797	9534	109943
798	9545	109923
799	9558	109918
800	9571	109919
801	9582	109903
802	9593	109876
803	9606	109872
804	9616	109845
805	9629	109842
806	9639	109809
807	9649	109772
808	9658	109724
809	9668	109691
810	9678	109656
811	9686	109610
812	9697	109582
813	9710	109583
814	9720	109549
815	9729	109504
816	9738	109459
817	9748	109431
818	9759	109401
819	9768	109361
820	9781	109361
821	9793	109352
822	9807	109354
823	9820	109363
824	9834	109373
825	9849	109389
826	9860	109373
827	9871	109352
828	9883	109336
829	9894	109317
830	9905	109296
831	9915	109265
832	9928	109256
833	9938	109230
834	9950	109221
835	9962	109202
836	9972	109172
837	9984	109157
838	9998	109169
839	10013	109198
840	10025	109188
841	10038	109180
842	10052	109199
843	10064	109180
844	10075	109160
845	10086	109141
846	10099	109136
847	10110	109116
848	10121	109097
849	10133	109085
850	10144	109062
851	10155	109037
852	10166	109019
853	10176	108991
854	10191	109002
855	10197	108936
856	10211	108947
857	10225	108954
858	10239	108964
859	10255	108993
860	10266	108973
861	10278	108965
862	10289	108941
863	10298	108900
864	10309	108873
865	10316	108816
866	10330	108819
867	10341	108803
868	10354	108795
869	10365	108781
870	10376	108752
871	10387	108731
872	10400	108738
873	10415	108750
874	10430	108779
875	10445	108797
876	10460	108811
877	10473	108816
878	10486	108815
879	10498	108805
880	10511	108803
881	10522	108783
882	10537	108800
883	10551	108807
884	10561	108782
885	10572	108758
886	10583	108729
887	10594	108711
888	10607	108711
889	10621	108716
890	10635	108727
891	10648	108731
892	10663	108743
893	10677	108762
894	10690	108756
895	10700	108726
896	10710	108691
897	10721	108671
898	10733	108658
899	10738	108580
900	10750	108564
901	10760	108532
902	10772	108520
903	10782	108496
904	10793	108476
905	10805	108459
906	10818	108458
907	10831	108458
908	10844	108452
909	10856	108443
910	10868	108434
911	10880	108427
912	10891	108399
913	10901	108370
914	10910	108334
915	10919	108291
916	10928	108246
917	10938	108213
918	10947	108175
919	10956	108139
920	10966	108108
921	10977	108080
922	10986	108046
923	10997	108019
924	11007	107991
925	11019	107981
926	11031	107971
927	11044	107968
928	11056	107959
929	11068	107948
930	11083	107961
931	11092	107927
932	11102	107892
933	11111	107857
934	11122	107831
935	11131	107795
936	11136	107714
937	11145	107678
938	11155	107645
939	11160	107565
940	11169	107529
941	11179	107499
942	11189	107464
943	11198	107429
944	11207	107392
945	11219	107381
946	11232	107374
947	11244	107366
948	11256	107360
949	11269	107352
950	11282	107352
951	11296	107368
952	11309	107366
953	11322	107357
954	11334	107347
955	11345	107333
956	11358	107330
957	11370	107315
958	11381	107302
959	11393	107288
960	11403	107259
961	11415	107248
962	11429	107260
963	11440	107238
964	11452	107222
965	11465	107228
966	11477	107214
967	11491	107222
968	11505	107231
969	11518	107229
970	11536	107278
971	11547	107254
972	11557	107223
973	11566	107187
974	11576	107154
975	11586	107130
976	11596	107100
977	11606	107068
978	11617	107048
979	11627	107020
980	11639	107012
981	11651	107000
982	11663	106986
983	11675	106976
984	11688	106973
985	11700	106962
986	11713	106966
987	11725	106951
988	11736	106931
989	11746	106907
990	11757	106883
991	11767	106860
992	11778	106837
993	11788	106808
994	11799	106791
995	11809	106763
996	11821	106746
997	11831	106723
998	11843	106707
999	11855	106701
1000	11865	106673
1001	11877	106664
1002	11889	106652
1003	11896	106595
1004	11908	106583
1005	11921	106582
1006	11932	106565
1007	11943	106539
1008	11953	106515
1009	11964	106491
1010	12011	106798
1011	12037	106914
1012	12069	107073
1013	12080	107059
1014	12093	107054
1015	12104	107037
1016	12118	107036
1017	12130	107031
1018	12138	106984
1019	12148	106958
1020	12155	106895
1021	12166	106878
1022	12178	106864
1023	12188	106841
1024	12200	106826
1025	12210	106803
1026	12221	106779
1027	12232	106764
1028	12245	106754
1029	12259	106762
1030	12275	106786
1031	12294	106841
1032	12316	106909
1033	12334	106958
1034	12351	106986
1035	12367	107013
1036	12388	107076
1037	12405	107112
1038	12422	107138
1039	12439	107171
1040	12456	107203
1041	12472	107224
1042	12490	107267
1043	12510	107320
1044	12532	107395
1045	12546	107399
1046	12558	107391
1047	12570	107375
1048	12586	107402
1049	12598	107384
1050	12609	107369
1051	12621	107352
1052	12633	107338
1053	12643	107315
1054	12653	107286
1055	12664	107267
1056	12675	107243
1057	12686	107221
1058	12698	107213
1059	12710	107198
1060	12723	107192
1061	12735	107184
1062	12748	107178
1063	12761	107179
1064	12773	107168
1065	12788	107177
1066	12798	107149
1067	12808	107123
1068	12819	107104
1069	12830	107078
1070	12840	107051
1071	12850	107026
1072	12861	107002
1073	12872	106980
1074	12883	106964
1075	12894	106941
1076	12906	106930
1077	12920	106932
1078	12931	106918
1079	12944	106913
1080	13011	107352
1081	13088	107880
1082	13117	108007
1083	13140	108084
1084	13193	108403
1085	13222	108533
1086	13290	108978
1087	13310	109026
1088	13339	109155
1089	13359	109203
1090	13378	109244
1091	13396	109279
1092	13415	109322
1093	13435	109375
1094	13448	109368
1095	13465	109393
1096	13478	109391
1097	13495	109413
1098	13521	109514
1099	13535	109517
1100	13554	109553
1101	13573	109594
1102	13594	109658
1103	13611	109677
1104	13627	109695
1105	13645	109727
1106	13658	109724
1107	13670	109711
1108	13687	109730
1109	13702	109746
1110	13717	109750
1111	13730	109747
1112	13743	109741
1113	13758	109743
1114	13766	109701
1115	13784	109728
1116	13801	109754
1117	13817	109775
1118	13832	109778
1119	13853	109837
1120	13873	109884
1121	13892	109924
1122	13907	109933
1123	13927	109985
1124	13945	110012
1125	13970	110101
1126	13995	110191
1127	14018	110257
1128	14034	110274
1129	14051	110300
1130	14074	110371
1131	14088	110367
1132	14104	110385
1133	14121	110404
1134	14136	110416
1135	14144	110369
1136	14159	110376
1137	14176	110400
1138	14194	110428
1139	14209	110437
1140	14225	110449
1141	14241	110466
1142	14263	110528
1143	14281	110554
1144	14294	110547
1145	14310	110560
1146	14323	110552
1147	14336	110544
1148	14348	110532
1149	14363	110538
1150	14377	110534
1151	14394	110557
1152	14411	110580
1153	14429	110608
1154	14444	110617
1155	14465	110668
1156	14488	110737
1157	14519	110864
1158	14535	110877
1159	14548	110867
1160	14564	110883
1161	14579	110890
1162	14595	110903
1163	14616	110952
1164	14633	110974
1165	14651	111005
1166	14669	111036
1167	14686	111051
1168	14705	111088
1169	14718	111081
1170	14732	111079
1171	14747	111080
1172	14759	111069
1173	14772	111056
1174	14785	111046
1175	14800	111051
1176	14814	111054
1177	14829	111056
1178	14847	111086
1179	14862	111091
1180	14880	111118
1181	14901	111166
1182	14931	111282
1183	14959	111390
1184	14980	111437
1185	15004	111506
1186	15028	111579
1187	15053	111658
1188	15073	111703
1189	15091	111724
1190	15110	111762
1191	15128	111790
1192	15148	111830
1193	15162	111825
1194	15175	111814
1195	15194	111849
1196	15218	111922
1197	15249	112039
1198	15272	112105
1199	15307	112255
1200	15331	112321
1201	15357	112407
1202	15376	112439
1203	15390	112438
1204	15405	112437
1205	15417	112420
1206	15431	112417
1207	15445	112411
1208	15461	112423
1209	15475	112424
1210	15495	112457
1211	15513	112486
1212	15531	112509
1213	15551	112551
1214	15569	112571
1215	15592	112633
1216	15607	112634
1217	15621	112635
1218	15637	112644
1219	15650	112633
1220	15665	112637
1221	15680	112634
1222	15699	112672
1223	15717	112692
1224	15739	112742
1225	15759	112782
1226	15776	112803
1227	15796	112836
1228	15809	112826
1229	15822	112815
1230	15835	112801
1231	15848	112792
1232	15862	112787
1233	15881	112818
1234	15894	112804
1235	15908	112802
1236	15928	112838
1237	15951	112896
1238	15971	112933
1239	15990	112965
1240	16014	113034
1241	16030	113042
1242	16046	113050
1243	16064	113074
1244	16080	113078
1245	16088	113030
1246	16105	113048
1247	16125	113084
1248	16140	113085
1249	16160	113126
1250	16260	113722
1251	16293	113843
1252	16372	114292
1253	16398	114371
1254	16457	114679
1255	16508	114927
1256	16535	115009
1257	16549	115005
1258	16561	114986
1259	16577	114988
1260	16597	115024
1261	16615	115045
1262	16671	115328
1263	16723	115580
1264	16745	115632
1265	16763	115647
1266	16788	115719
1267	16807	115745
1268	16832	115812
1269	16856	115868
1270	16881	115937
1271	16913	116051
1272	16945	116170
1273	16971	116244
1274	16997	116317
1275	17022	116382
1276	17041	116407
1277	17062	116445
1278	17079	116460
1279	17098	116481
1280	17111	116470
1281	17129	116487
1282	17145	116490
1283	17160	116490
1284	17174	116478
1285	17188	116467
1286	17207	116496
1287	17227	116525
1288	17247	116556
1289	17273	116631
1290	17295	116675
1291	17317	116720
1292	17336	116742
1293	17352	116744
1294	17367	116743
1295	17383	116748
1296	17399	116752
1297	17419	116784
1298	17436	116792
1299	17456	116821
1300	17473	116838
1301	17496	116882
1302	17517	116923
1303	17537	116953
1304	17554	116962
1305	17572	116980
1306	17589	116989
1307	17604	116987
1308	17618	116977
1309	17635	116983
1310	17654	117009
1311	17673	117034
1312	17691	117046
1313	17708	117058
1314	17728	117086
1315	17743	117087
1316	17758	117084
1317	17772	117070
1318	17786	117062
1319	17800	117052
1320	17812	117030
1321	17824	117008
1322	17839	117003
1323	17857	117017
1324	17875	117033
1325	17893	117049
1326	17914	117088
1327	17941	117158
1328	17971	117254
1329	17991	117280
1330	18011	117314
1331	18030	117330
1332	18049	117353
1333	18070	117387
1334	18092	117431
1335	18110	117446
1336	18128	117464
1337	18150	117505
1338	18178	117580
1339	18211	117696
1340	18238	117769
1341	18266	117844
1342	18292	117910
1343	18313	117950
1344	18330	117957
1345	18349	117977
1346	18367	117993
1347	18388	118022
1348	18401	118009
1349	18415	117997
1350	18429	117982
1351	18442	117964
1352	18456	117956
1353	18471	117953
1354	18490	117967
1355	18507	117976
1356	18525	117995
1357	18545	118021
1358	18562	118028
1359	18582	118055
1360	18599	118062
1361	18615	118062
1362	18630	118055
1363	18641	118028
1364	18655	118017
1365	18671	118013
1366	18689	118027
1367	18708	118047
1368	18728	118072
1369	18746	118087
1370	18764	118103
1371	18781	118110
1372	18800	118130
1373	18813	118112
1374	18830	118118
1375	18836	118059
1376	18850	118042
1377	18869	118063
1378	18883	118054
1379	18905	118091
1380	18930	118148
1381	18949	118165
1382	18970	118195
1383	18987	118203
1384	19049	118491
1385	19122	118844
1386	19152	118930
1387	19179	118998
1388	19330	119834
1389	19364	119948
1390	19388	119998
1391	19409	120027
1392	19434	120077
1393	19466	120178
1394	19575	120750
1395	19595	120772
1396	19613	120783
1397	19631	120793
1398	19649	120802
1399	19666	120810
1400	19698	120901
1401	19714	120903
1402	19732	120910
1403	19748	120910
1404	19762	120893
1405	19777	120888
1406	19792	120881
1407	19810	120891
1408	19827	120890
1409	19846	120907
1410	19864	120921
1411	19883	120933
1412	19903	120958
1413	19918	120948
1414	19934	120946
1415	19949	120939
1416	19969	120956
1417	19985	120956
1418	20005	120975
1419	20022	120980
1420	20039	120981
1421	20056	120985
1422	20073	120994
1423	20089	120990
1424	20105	120985
1425	20118	120966
1426	20133	120954
1427	20148	120946
1428	20164	120943
1429	20180	120940
1430	20199	120956
1431	20219	120975
1432	20237	120989
1433	20256	121000
1434	20275	121015
1435	20293	121029
1436	20311	121037
1437	20326	121028
1438	20341	121017
1439	20355	121003
1440	20372	121007
1441	20389	121005
1442	20409	121028
1443	20428	121045
1444	20450	121073
1445	20469	121087
1446	20487	121100
1447	20504	121101
1448	20524	121120
1449	20539	121110
1450	20552	121092
1451	20569	121094
1452	20585	121089
1453	20601	121085
1454	20617	121083
1455	20633	121081
1456	20651	121086
1457	20673	121120
1458	20694	121148
1459	20714	121162
1460	20734	121182
1461	20748	121169
1462	20761	121150
1463	20776	121139
1464	20791	121130
1465	20805	121114
1466	20820	121107
1467	20839	121121
1468	20858	121132
1469	20877	121148
1470	20897	121165
1471	20917	121184
1472	20941	121227
1473	20956	121215
1474	20969	121196
1475	20985	121191
1476	20998	121171
1477	21011	121149
1478	21027	121146
1479	21047	121165
1480	21064	121165
1481	21082	121177
1482	21101	121187
1483	21118	121190
1484	21139	121211
1485	21159	121230
1486	21172	121214
1487	21180	121160
1488	21192	121136
1489	21208	121128
1490	21222	121114
1491	21239	121117
1492	21258	121128
1493	21278	121149
1494	21296	121155
1495	21316	121173
1496	21333	121176
1497	21351	121184
1498	21369	121187
1499	21390	121214
1500	21406	121208
1501	21419	121189
1502	21433	121169
1503	21450	121172
1504	21469	121184
1505	21487	121190
1506	21505	121199
1507	21524	121209
1508	21541	121214
1509	21563	121239
1510	21577	121224
1511	21590	121206
1512	21603	121182
1513	21616	121161
1514	21629	121139
1515	21645	121137
1516	21661	121131
1517	21680	121142
1518	21690	121103
1519	21709	121116
1520	21728	121130
1521	21748	121143
1522	21765	121145
1523	21786	121171
1524	21801	121156
1525	21814	121137
1526	21829	121127
1527	21842	121103
1528	21855	121081
1529	21872	121085
1530	21956	121453
1531	22083	122064
1532	22196	122592
1533	22275	122935
1534	22350	123253
1535	22368	123258
1536	22391	123291
1537	22417	123342
1538	22473	123554
1539	22496	123584
1540	22515	123596
1541	22529	123576
1542	22541	123549
1543	22558	123545
1544	22576	123552
1545	22595	123557
1546	22614	123567
1547	22636	123594
1548	22654	123600
1549	22673	123608
1550	22691	123608
1551	22704	123588
1552	22718	123567
1553	22735	123569
1554	22749	123551
1555	22763	123530
1556	22784	123551
1557	22803	123562
1558	22823	123575
1559	22846	123602
1560	22867	123622
1561	22887	123637
1562	22907	123656
1563	22922	123638
1564	22936	123621
1565	22951	123608
1566	22965	123593
1567	22979	123574
1568	22997	123576
1569	23017	123588
1570	23036	123597
1571	23057	123617
1572	23075	123623
1573	23096	123639
1574	23114	123642
1575	23131	123641
1576	23145	123621
1577	23158	123598
1578	23173	123586
1579	23187	123570
1580	23204	123564
1581	23222	123571
1582	23244	123592
1583	23262	123597
1584	23281	123603
1585	23301	123615
1586	23320	123624
1587	23350	123693
1588	23365	123679
1589	23379	123662
1590	23387	123609
1591	23400	123589
1592	23419	123595
1593	23439	123609
1594	23460	123624
1595	23478	123630
1596	23498	123640
1597	23516	123644
1598	23536	123656
1599	23553	123654
1600	23568	123642
1601	23584	123633
1602	23599	123622
1603	23614	123606
1604	23631	123605
1605	23649	123609
1606	23667	123609
1607	23686	123615
1608	23708	123641
1609	23729	123657
1610	23747	123662
1611	23764	123659
1612	23785	123675
1613	23799	123656
1614	23813	123638
1615	23826	123615
1616	23845	123622
1617	23863	123622
1618	23887	123655
1619	23909	123678
1620	23929	123691
1621	23951	123712
1622	23972	123734
1623	23993	123751
1624	24018	123789
1625	24040	123810
1626	24076	123903
1627	24113	124005
1628	24133	124017
1629	24151	124019
1630	24172	124032
1631	24195	124059
1632	24209	124039
1633	24225	124035
1634	24240	124021
1635	24254	124002
1636	24270	123990
1637	24289	123995
1638	24309	124009
1639	24328	124017
1640	24348	124028
1641	24370	124050
1642	24389	124057
1643	24411	124074
1644	24430	124083
1645	24444	124066
1646	24460	124053
1647	24473	124031
1648	24488	124017
1649	24511	124045
1650	24528	124038
1651	24549	124055
1652	24568	124061
1653	24590	124082
1654	24610	124095
1655	24629	124101
1656	24652	124126
1657	24667	124111
1658	24679	124081
1659	24691	124050
1660	24702	124020
1661	24716	123998
1662	24729	123974
1663	24741	123947
1664	24756	123933
1665	24769	123907
1666	24784	123890
1667	24798	123872
1668	24812	123856
1669	24826	123833
1670	24839	123810
1671	24852	123787
1672	24863	123753
1673	24876	123727
1674	24887	123693
