iter	RMSE
348	0.6297605316
349	0.6297444049
350	0.6297273686
351	0.6297029103
352	0.6296194947
353	0.6295755461
354	0.6295578669
355	0.6295578581
356	0.6295445111
357	0.629529605
358	0.6295184957
359	0.6294789346
360	0.6294367099
361	0.6293780485
362	0.6293662856
363	0.6292249911
364	0.6291825954
365	0.6291722806
366	0.6290714931
367	0.629021341
368	0.6290095117
369	0.6289757603
370	0.6289026698
371	0.628889654
372	0.6288080881
373	0.6287805815
374	0.6287166017
375	0.6286800863
376	0.6286617644
377	0.6286278281
378	0.6285588435
379	0.6285016492
380	0.6284136556
381	0.6283607449
382	0.6282795571
383	0.6282318981
384	0.6282212619
385	0.6281377918
386	0.6280472664
387	0.6280059227
388	0.627973382
389	0.6279662833
390	0.6279577239
391	0.6278854864
392	0.6278502189
393	0.6278389319
394	0.6278231081
395	0.6277745592
396	0.6277590041
397	0.6277258623
398	0.6276918259
399	0.6276866627
400	0.6276830739
401	0.6275977391
402	0.6275819563
403	0.6275646497
404	0.6275325145
405	0.6274874272
406	0.6274716293
407	0.6274382514
408	0.6274186368
409	0.6273908407
410	0.6273621303
411	0.6272744796
412	0.6272108643
413	0.6271584957
414	0.6271061136
415	0.6270869729
416	0.627025029
417	0.6270105192
418	0.6269761493
419	0.6269630244
420	0.6268955324
421	0.6268701161
422	0.6267967937
423	0.6267609216
424	0.6267500223
425	0.6266365583
426	0.6265741516
427	0.6264820504
428	0.6264441894
429	0.6264059502
430	0.6263875152
431	0.6263756732
432	0.6263708109
433	0.6263518852
434	0.6263308361
435	0.6263104512
436	0.6262814144
437	0.6262581569
438	0.6262394543
439	0.6262075621
440	0.6261857542
441	0.6261689008
442	0.6261626657
443	0.6261451458
444	0.6261263714
445	0.6261163581
446	0.6260471982
447	0.6260096783
448	0.6259670414
449	0.6259522171
450	0.6258815946
451	0.6258398471
452	0.6257963003
453	0.625782011
454	0.6257581961
455	0.6257296083
456	0.6256846184
457	0.6256282775
458	0.62558702
459	0.6255750637
460	0.6255591435
461	0.6255073323
462	0.6254965573
463	0.6254501145
464	0.6254432285
465	0.625396765
466	0.6253725809
467	0.6253566804
468	0.6253435062
469	0.625325282
470	0.6252466201
471	0.625231219
472	0.6252211259
473	0.6251949317
474	0.6251741365
475	0.6251685882
476	0.6251382973
477	0.6251224952
478	0.6251017501
479	0.6250766005
480	0.6250074183
481	0.6249849772
482	0.6249607467
483	0.6249343098
484	0.6248978079
485	0.6248913267
486	0.6248792287
487	0.6248636032
488	0.6248567751
489	0.6248412625
490	0.6248293779
491	0.6248127821
492	0.6247804007
493	0.6247727345
494	0.6247596616
495	0.6247462548
496	0.6247439767
497	0.6247356655
498	0.6246835962
499	0.6246774238
500	0.624652175
501	0.6246309995
502	0.6246143606
503	0.6245909709
504	0.6245876662
505	0.6245807787
506	0.6245586838
507	0.6245513396
508	0.62446863
509	0.6244438515
510	0.6244146167
511	0.6244028583
512	0.6243927962
513	0.6243825957
514	0.6243808091
515	0.6243591385
516	0.624339957
517	0.6243088538
518	0.6242783044
519	0.6242523633
520	0.624234508
521	0.6242309719
522	0.6242231196
523	0.6241906496
524	0.624173688
525	0.6241566747
526	0.62414136
527	0.6241263195
528	0.6241263184
529	0.6240933083
530	0.6240807206
531	0.6240758676
532	0.6240722461
533	0.6240664702
534	0.6240570886
535	0.6240503151
536	0.6240379807
537	0.6240353526
538	0.6239988493
539	0.6239844485
540	0.6239733625
541	0.623945497
542	0.6238925851
543	0.6238392114
544	0.6238088763
545	0.6237829701
546	0.6237670708
547	0.6237504412
548	0.6237249558
549	0.6237249549
550	0.6237238037
551	0.6237102056
552	0.6237051075
553	0.6236952908
554	0.6236880131
555	0.6236594185
556	0.6236394532
557	0.6236347828
558	0.6236077037
559	0.6235675652
560	0.6235580279
561	0.6235520635
562	0.6235410373
563	0.623534974
564	0.6235203544
565	0.6235172785
566	0.623494888
567	0.6234820082
568	0.6234630773
569	0.6234442489
570	0.6234286807
571	0.6234165374
572	0.6234015735
573	0.6233756661
574	0.6233538447
575	0.6233357159
576	0.6233127932
577	0.6233002269
578	0.6232795914
579	0.6232395366
580	0.6232161726
581	0.6232063464
582	0.6231902777
583	0.6231505619
584	0.623147691
585	0.6230914572
586	0.6230698167
587	0.6230570154
588	0.6230507398
589	0.62304405
590	0.6230284784
591	0.623013857
592	0.6230068265
593	0.6229890708
594	0.6229775085
595	0.6229629767
596	0.6229567135
597	0.6229279459
598	0.6229163783
599	0.6228835842
600	0.6228642159
601	0.6228536416
602	0.6228086361
603	0.6227927829
604	0.6227724941
605	0.6227693222
606	0.6227662261
607	0.622755945
608	0.622750671
609	0.6227435244
610	0.6226900489
611	0.6226687102
612	0.6226493388
613	0.622640429
614	0.6226342092
615	0.6226188274
616	0.6226139739
617	0.6225888481
618	0.6225619016
619	0.622538952
620	0.6225304148
621	0.6225218179
622	0.6224908348
623	0.6224853932
624	0.6224817208
625	0.6224662603
626	0.6224518223
627	0.6224317875
628	0.6224237869
629	0.6224158866
630	0.6223840868
631	0.6223761624
632	0.6223483002
633	0.6223118344
634	0.622299148
635	0.6222752544
636	0.6222668811
637	0.6222615981
638	0.6222435059
639	0.6222387523
640	0.6222326106
641	0.6222164396
642	0.622200833
643	0.622185254
644	0.6221763929
645	0.6221595559
646	0.6221387257
647	0.6221233931
648	0.6221200772
649	0.6221139804
650	0.622104987
651	0.6221017648
652	0.6220988527
653	0.6220872116
654	0.6220800808
655	0.6220758729
656	0.6220721336
657	0.622061135
658	0.6220554126
659	0.622020235
660	0.6219970944
661	0.6219868884
662	0.6219785914
663	0.6219506446
664	0.6219499245
665	0.6219162764
666	0.621910006
667	0.6218906267
668	0.6218642517
669	0.6218608868
670	0.6218527272
671	0.621828063
672	0.6218182685
673	0.621810259
674	0.6217887365
675	0.6217487623
676	0.6217431003
677	0.6217284946
678	0.6217158191
679	0.6217086017
680	0.6216966734
681	0.6216805035
682	0.6216774887
683	0.6216758556
684	0.6216696723
685	0.6216592309
686	0.6216566456
687	0.6216414043
688	0.6216193151
689	0.6216035643
690	0.6215983187
691	0.6215894643
692	0.6215844346
693	0.6215806418
694	0.6215692856
695	0.6215546527
696	0.621539985
697	0.6215329393
698	0.6215228813
699	0.6215170084
700	0.6215095048
701	0.6214791683
702	0.6214684961
703	0.621447328
704	0.621447328
705	0.6214409902
706	0.6214394935
707	0.6214010239
708	0.6213895257
709	0.621353924
710	0.6213411775
711	0.6213320778
712	0.6213299185
713	0.6213075277
714	0.6213046384
715	0.6212964718
716	0.6212782389
717	0.6212680935
718	0.6212582809
719	0.6212498194
720	0.6212454955
721	0.6212250069
722	0.621210411
723	0.6212003935
724	0.6211860584
725	0.6211826612
726	0.6211826612
727	0.6211697196
728	0.6211625432
729	0.6211554125
730	0.6211473524
731	0.6211455049
732	0.6211351437
733	0.6211302128
734	0.6211229315
735	0.6211100256
736	0.6211056202
737	0.6210947072
738	0.6210894788
739	0.6210725482
740	0.6210607045
741	0.6210561641
742	0.6210474319
743	0.621027293
744	0.6210222077
745	0.6210158693
746	0.6210098166
747	0.6209971403
748	0.6209762096
749	0.6209720576
750	0.6209303564
751	0.6209266446
752	0.6209213616
753	0.6209079989
754	0.6208865606
755	0.6208803045
756	0.6208723135
757	0.6208471112
758	0.6208461935
759	0.620842948
760	0.6208054398
761	0.6207963778
762	0.6207922263
763	0.6207799457
764	0.620774968
765	0.6207629024
766	0.6207507163
767	0.6207435558
768	0.6207338409
769	0.6207183072
770	0.6207072275
771	0.6206758195
772	0.6206685042
773	0.6206631043
774	0.6206596687
775	0.6206569594
776	0.6206518949
777	0.6206460195
778	0.6206423703
779	0.6206332152
780	0.6206288061
781	0.6206270145
782	0.620620676
783	0.620617921
784	0.6206022117
785	0.6205934137
786	0.6205885752
787	0.6205799584
788	0.6205768387
789	0.620560896
790	0.6205566239
791	0.6205487209
792	0.6205425961
793	0.620536427
794	0.6205282543
795	0.6205269897
796	0.6205123843
797	0.6205073488
798	0.6205040493
799	0.6204989325
800	0.6204984833
801	0.620494877
802	0.6204940442
803	0.6204907927
804	0.6204897035
805	0.6204841249
806	0.6204823977
807	0.620478338
808	0.6204751472
809	0.620460659
810	0.6204530738
811	0.620449281
812	0.6204453806
813	0.6204103401
814	0.6203492276
815	0.62034145
816	0.6203377027
817	0.6203221996
818	0.620310483
819	0.6203064695
820	0.6203006629
821	0.6202988538
822	0.6202886223
823	0.6202835599
824	0.620277782
825	0.6202714293
826	0.6202668164
827	0.6202652821
828	0.6202616789
829	0.6202520275
830	0.6202422141
831	0.6202384741
832	0.6202055526
833	0.6202024227
834	0.6201889056
835	0.6201836986
836	0.6201828342
837	0.6201808386
838	0.6201657753
839	0.6201609319
840	0.6201606405
841	0.6201600699
842	0.6201566137
843	0.6201527644
844	0.6201367099
845	0.6201283132
846	0.6201084496
847	0.6201039841
848	0.6200762753
849	0.6200637417
850	0.6200587591
851	0.6200542645
852	0.6200465065
853	0.6200361619
854	0.6200305175
855	0.6200305169
856	0.6199941738
857	0.6199910612
858	0.6199849173
859	0.6199644082
860	0.6199619978
861	0.6199550525
862	0.6199526021
863	0.6199523818
864	0.619951034
865	0.6199509163
866	0.6199310121
867	0.619921131
868	0.6199138453
869	0.6199079094
870	0.6199075119
871	0.6199055205
872	0.6198781712
873	0.6198746642
874	0.6198648208
875	0.6198635209
876	0.6198597456
877	0.619852479
878	0.6198476106
879	0.6198456974
880	0.6198368765
881	0.6197795201
882	0.619761934
883	0.6197446995
884	0.6197443264
885	0.6197402999
886	0.6197391347
887	0.6197323625
888	0.6197291946
889	0.6197224112
890	0.6197044239
891	0.6196952742
892	0.6196682493
893	0.6196525761
894	0.6196495254
895	0.6196490275
896	0.6196484193
897	0.6196456486
898	0.6196388866
899	0.6196388864
900	0.6196296807
901	0.6196294341
902	0.6196049867
903	0.6196015309
904	0.6195876179
905	0.6195845785
906	0.6195821633
907	0.6195801135
908	0.6195746966
909	0.619563054
910	0.6195559172
911	0.6195549019
912	0.6195493098
913	0.6195445344
914	0.6195387206
915	0.6195321391
916	0.6195304698
917	0.619527124
918	0.6195236929
919	0.6195094958
920	0.6194934914
921	0.6194844377
922	0.6194807779
923	0.6194712686
924	0.6194665388
925	0.6194649567
926	0.6194566383
927	0.6194480459
928	0.6194423005
929	0.6194367075
930	0.6194327651
931	0.6194294509
932	0.6194263555
933	0.6194113146
934	0.6194017425
935	0.6193958922
936	0.6193958921
937	0.6193887175
938	0.6193870026
939	0.6193870026
940	0.6193776433
941	0.619377254
942	0.619375427
943	0.6193721695
944	0.619369358
945	0.6193685565
946	0.6193359649
947	0.6193286133
948	0.619319164
949	0.6193122861
950	0.6193059718
951	0.6193035235
952	0.6192997185
953	0.6192940394
954	0.6192882045
955	0.6192855296
956	0.6192842678
957	0.619282778
958	0.6192802757
959	0.61927816
960	0.6192768412
961	0.6192765944
962	0.6192644232
963	0.6192643358
964	0.6192635461
965	0.6192468778
966	0.6192373329
967	0.6192176925
968	0.6192134079
969	0.6192040962
970	0.6191988426
971	0.6191921582
972	0.6191893552
973	0.6191884684
974	0.6191878139
975	0.6191802134
976	0.6191780697
977	0.6191740181
978	0.6191667275
979	0.619164268
980	0.6191619818
981	0.6191591403
982	0.6191583668
983	0.6191533384
984	0.6191451401
985	0.6191429773
986	0.6191329378
987	0.619128451
988	0.6191265199
989	0.6191177698
990	0.6191109016
991	0.6190987635
992	0.619084834
993	0.6190820606
994	0.619081045
995	0.6190781257
996	0.6190693755
997	0.6190652098
998	0.6190632401
999	0.6190615136
1000	0.6190612811
1001	0.6190530282
1002	0.6190513685
1003	0.6190513685
1004	0.619043868
1005	0.6190397645
1006	0.6190384078
1007	0.6190370199
1008	0.6190328453
1009	0.6190298799
1010	0.6190286077
1011	0.6190245728
1012	0.6190200608
1013	0.6190178011
1014	0.6190152072
1015	0.6190145824
1016	0.6190060712
1017	0.6189977352
1018	0.6189977352
1019	0.6189974856
1020	0.6189974856
1021	0.6189925453
1022	0.6189822185
1023	0.6189719642
1024	0.6189612243
1025	0.6189556852
1026	0.6189483847
1027	0.6189444401
1028	0.6189142489
1029	0.6189125324
1030	0.6189118351
1031	0.618895252
1032	0.6188928844
1033	0.6188898258
1034	0.6188874342
1035	0.6188870165
1036	0.6188853476
1037	0.6188630178
1038	0.6188621797
1039	0.6188566944
1040	0.6188543101
1041	0.6188510976
1042	0.6188377978
1043	0.6188361116
1044	0.6188346009
1045	0.6188337699
1046	0.6188304359
1047	0.6188303802
1048	0.618824684
1049	0.6188239196
1050	0.6188231155
1051	0.6188131121
1052	0.6187997084
1053	0.6187983991
1054	0.6187931169
1055	0.6187787471
1056	0.6187673993
1057	0.6187653477
1058	0.6187645602
1059	0.6187635775
1060	0.6187592224
1061	0.6187443463
1062	0.6187437545
1063	0.6187298228
1064	0.6187221481
1065	0.6187007937
1066	0.6186995744
1067	0.6186949965
1068	0.6186738111
1069	0.6186722065
1070	0.6186717929
1071	0.6186694953
1072	0.6186676775
1073	0.6186615849
1074	0.6186571078
1075	0.6186512653
1076	0.6186456903
1077	0.6186426447
1078	0.6186422419
1079	0.6186393136
1080	0.6186352197
1081	0.6186174756
1082	0.6186164403
1083	0.6186160483
1084	0.6186135335
1085	0.6186053496
1086	0.6186021451
1087	0.6185985439
1088	0.6185802878
1089	0.6185680592
1090	0.6185629066
1091	0.6185527626
1092	0.6185480952
1093	0.6185401471
1094	0.6185392101
1095	0.6185368966
1096	0.6185343668
1097	0.6185240655
1098	0.6185213457
1099	0.6185203332
1100	0.6185192392
1101	0.6185127471
1102	0.6185039718
1103	0.6184974673
1104	0.6184907929
1105	0.6184894454
1106	0.6184782227
1107	0.618477374
1108	0.6184726779
1109	0.6184706205
1110	0.6184695247
1111	0.6184606939
1112	0.6184579785
1113	0.6184566784
1114	0.6184566784
1115	0.6184447247
1116	0.6184337212
1117	0.6184327001
1118	0.6184307461
1119	0.618428244
1120	0.6184229062
1121	0.61841309
1122	0.6184124555
1123	0.6183948037
1124	0.6183911772
1125	0.6183812801
1126	0.6183705312
1127	0.6183654106
1128	0.6183594385
1129	0.6183520023
1130	0.618350829
1131	0.6183484602
1132	0.6183461546
1133	0.618337776
1134	0.6183348817
1135	0.6183348817
1136	0.6183265675
1137	0.6183149789
1138	0.6183065656
1139	0.6183054496
1140	0.618303354
1141	0.6182965799
1142	0.6182849904
1143	0.6182787112
1144	0.6182723857
1145	0.6182674967
1146	0.6182596374
1147	0.6182525996
1148	0.618248771
1149	0.6182460648
1150	0.6182435539
1151	0.6182425212
1152	0.6182391738
1153	0.6182338555
1154	0.6182317588
1155	0.6182288194
1156	0.6182260662
1157	0.6182130665
1158	0.6182119346
1159	0.6182113949
1160	0.6182085415
1161	0.618201326
1162	0.618194931
1163	0.618189659
1164	0.6181886803
1165	0.6181876116
1166	0.6181823184
1167	0.6181814338
1168	0.6181778342
1169	0.618177241
1170	0.618176752
1171	0.6181680363
1172	0.6181677878
1173	0.6181673758
1174	0.6181656003
1175	0.6181628264
1176	0.6181619293
1177	0.618159614
1178	0.6181569019
1179	0.6181564727
1180	0.618154969
1181	0.6181528134
1182	0.6181376944
1183	0.6181278927
1184	0.6181251974
1185	0.6181243336
1186	0.6181179433
1187	0.6181174846
1188	0.6181173982
1189	0.61811731
1190	0.6181101059
1191	0.6181071914
1192	0.6181041556
1193	0.6181033754
1194	0.6181032142
1195	0.6180950979
1196	0.6180938081
1197	0.6180903947
1198	0.6180881059
1199	0.6180853754
1200	0.6180838875
1201	0.6180785482
1202	0.6180774425
1203	0.6180774422
1204	0.6180740179
1205	0.6180733632
1206	0.6180730679
1207	0.6180718921
1208	0.6180597275
1209	0.6180584733
1210	0.6180519286
1211	0.6180495641
1212	0.6180430591
1213	0.6180326346
1214	0.6180246694
1215	0.6180232353
1216	0.6180191501
1217	0.6180102215
1218	0.6180032679
1219	0.6180026471
1220	0.6179963287
1221	0.6179942611
1222	0.6179834807
1223	0.6179827623
1224	0.6179743842
1225	0.617967824
1226	0.6179636231
1227	0.617961741
1228	0.6179610034
1229	0.6179576584
1230	0.6179525216
1231	0.6179510029
1232	0.6179459167
1233	0.6179441832
1234	0.6179439856
1235	0.6179433325
1236	0.6179373557
1237	0.6179332677
1238	0.6179299894
1239	0.6179282764
1240	0.6179231824
1241	0.6179184684
1242	0.6179169274
1243	0.6179017076
1244	0.6178996121
1245	0.6178996114
1246	0.6178994086
1247	0.6178964609
1248	0.6178963673
1249	0.6178857665
1250	0.617882295
1251	0.6178811307
1252	0.6178810593
1253	0.6178805508
1254	0.6178786648
1255	0.6178681812
1256	0.6178665296
1257	0.6178571176
1258	0.6178568627
1259	0.6178532126
1260	0.6178458723
1261	0.6178426736
1262	0.61784168
1263	0.6178292993
1264	0.6178283114
1265	0.6178247765
1266	0.617817257
1267	0.6178168777
1268	0.6178148129
1269	0.6178145561
1270	0.6178128822
1271	0.6178116105
1272	0.6178108053
1273	0.6178097368
1274	0.6178090568
1275	0.6178079757
1276	0.6178075068
1277	0.6177898554
1278	0.6177862871
1279	0.6177825627
1280	0.6177825624
1281	0.6177792143
1282	0.6177766504
1283	0.6177737125
1284	0.6177734882
1285	0.6177726968
1286	0.6177660385
1287	0.6177584407
1288	0.6177504769
1289	0.6177484881
1290	0.6177449894
1291	0.6177423663
1292	0.6177284121
1293	0.6177272872
1294	0.6177248832
1295	0.6177222592
1296	0.6177208414
1297	0.6177178639
1298	0.6177175018
1299	0.6177131323
1300	0.6177120695
1301	0.6177017796
1302	0.6177006001
1303	0.6176983019
1304	0.6176971084
1305	0.6176950274
1306	0.6176895664
1307	0.6176876241
1308	0.6176872182
1309	0.6176825187
1310	0.6176757011
1311	0.6176742613
1312	0.6176733059
1313	0.6176705241
1314	0.6176571754
1315	0.617656161
1316	0.6176548489
1317	0.6176515685
1318	0.6176506179
1319	0.61764421
1320	0.6176432436
1321	0.6176375434
1322	0.6176314776
1323	0.6176268206
1324	0.6176160258
1325	0.6176115925
1326	0.6175985967
1327	0.617597514
1328	0.6175949436
1329	0.6175938523
1330	0.6175911155
1331	0.6175897728
1332	0.6175867282
1333	0.617584151
1334	0.6175826252
1335	0.6175822192
1336	0.6175811745
1337	0.6175797692
1338	0.6175733549
1339	0.6175714563
1340	0.617568031
1341	0.6175651828
1342	0.6175551505
1343	0.6175476429
1344	0.6175461143
1345	0.6175407956
1346	0.6175300361
1347	0.6175248089
1348	0.617523637
1349	0.6175221157
1350	0.6175177485
1351	0.617512727
1352	0.6175115461
1353	0.6175106374
1354	0.6175085796
1355	0.6175015592
1356	0.6174950629
1357	0.6174869124
1358	0.6174852141
1359	0.617484102
1360	0.6174832596
1361	0.6174810619
1362	0.6174768703
1363	0.6174767665
1364	0.6174731111
1365	0.6174712739
1366	0.6174695846
1367	0.6174665269
1368	0.6174659009
1369	0.6174645625
1370	0.6174618328
1371	0.61746053
1372	0.6174578524
1373	0.6174574598
1374	0.6174469424
1375	0.6174469422
1376	0.6174395873
1377	0.6174355915
1378	0.6174336952
1379	0.6174213352
1380	0.6174180631
1381	0.6174170255
1382	0.6174045523
1383	0.6174040147
1384	0.6174025525
1385	0.6173981219
1386	0.6173964517
1387	0.6173958326
1388	0.6173885744
1389	0.6173872811
1390	0.6173831981
1391	0.6173830061
1392	0.6173825076
1393	0.6173817524
1394	0.6173720814
1395	0.6173588403
1396	0.617356161
1397	0.6173527442
1398	0.6173476801
1399	0.6173407892
1400	0.6173299974
1401	0.6173289551
1402	0.617328127
1403	0.6173274137
1404	0.6173268216
1405	0.6173248334
1406	0.6173243922
1407	0.6173189856
1408	0.6173186752
1409	0.6172988151
1410	0.6172963616
1411	0.6172943569
1412	0.617293623
1413	0.6172934131
1414	0.6172928723
1415	0.6172905562
1416	0.6172866968
1417	0.6172798466
1418	0.6172693461
1419	0.6172676944
1420	0.6172669656
1421	0.6172661295
1422	0.6172636476
1423	0.6172633797
1424	0.6172622996
1425	0.617260647
1426	0.6172575102
1427	0.6172539599
1428	0.617249593
1429	0.617244854
1430	0.6172429437
1431	0.6172398191
1432	0.6172370809
1433	0.6172352712
1434	0.6172294566
1435	0.6172256973
1436	0.6172240993
1437	0.6172228783
1438	0.6172139737
1439	0.6172125202
1440	0.6172055375
1441	0.6172043308
1442	0.6172035525
1443	0.6172026939
1444	0.6171988157
1445	0.6171977729
1446	0.6171952961
1447	0.6171949308
1448	0.6171920124
1449	0.6171904325
1450	0.6171890177
1451	0.6171637994
1452	0.6171625999
1453	0.6171603336
1454	0.6171547256
1455	0.6171546495
1456	0.6171545029
1457	0.6171508841
1458	0.6171411214
1459	0.6171330893
1460	0.6171230934
1461	0.6171225598
1462	0.6171215229
1463	0.6171195605
1464	0.6171161267
1465	0.617115264
1466	0.6171150217
1467	0.617107662
1468	0.6171059085
1469	0.617104621
1470	0.61710373
1471	0.6171033424
1472	0.6171022371
1473	0.6171011284
1474	0.6171005993
1475	0.6170951761
1476	0.617094597
1477	0.6170941212
1478	0.6170930859
1479	0.6170892042
1480	0.6170887747
1481	0.6170874041
1482	0.6170871115
1483	0.6170857742
1484	0.6170830272
1485	0.6170825135
1486	0.6170817404
1487	0.6170817403
1488	0.6170816078
1489	0.6170807123
1490	0.6170798325
1491	0.6170794381
1492	0.617075941
1493	0.6170740415
1494	0.6170730338
1495	0.6170697635
1496	0.6170694558
1497	0.6170687661
1498	0.6170629978
1499	0.6170587207
1500	0.6170573861
1501	0.6170547402
1502	0.6170540933
1503	0.6170504311
1504	0.6170455941
1505	0.6170429269
1506	0.6170416488
1507	0.6170387679
1508	0.6170348555
1509	0.6170316647
1510	0.6170313116
1511	0.61703021
