iter	RMSE
1512	0.617029847
1513	0.6170281529
1514	0.6170266793
1515	0.6170255892
1516	0.6170250565
1517	0.617021824
1518	0.6170218239
1519	0.6170216244
1520	0.6170161191
1521	0.6170157648
1522	0.6170155502
1523	0.6170147171
1524	0.6170109986
1525	0.617010091
1526	0.617007491
1527	0.6170066989
1528	0.6170046411
1529	0.6169972034
1530	0.6169960219
1531	0.6169955883
1532	0.6169936367
1533	0.6169922946
1534	0.6169915359
1535	0.6169910937
1536	0.6169883518
1537	0.6169834528
1538	0.6169833295
1539	0.6169833295
1540	0.6169813495
1541	0.6169812535
1542	0.6169806092
1543	0.6169771439
1544	0.6169751658
1545	0.6169739766
1546	0.6169705283
1547	0.6169642448
1548	0.6169636366
1549	0.6169631813
1550	0.6169592786
1551	0.6169582832
1552	0.6169546686
1553	0.6169544287
1554	0.6169541628
1555	0.6169526493
1556	0.6169509017
1557	0.6169491994
1558	0.6169474374
1559	0.6169434096
1560	0.6169427083
1561	0.6169418675
1562	0.6169418334
1563	0.616937065
1564	0.6169295895
1565	0.6169262273
1566	0.6169231251
1567	0.6169214078
1568	0.6169204129
1569	0.6169184887
1570	0.6169177768
1571	0.6169131517
1572	0.616910871
1573	0.6169088296
1574	0.616908443
1575	0.6169082184
1576	0.6169075909
1577	0.6169049979
1578	0.6169034239
1579	0.6168998229
1580	0.6168983422
1581	0.616897602
1582	0.6168933545
1583	0.6168924542
1584	0.6168919687
1585	0.6168899272
1586	0.6168856262
1587	0.6168848889
1588	0.6168821376
1589	0.6168770791
1590	0.616877079
1591	0.6168770242
1592	0.6168753716
1593	0.6168744336
1594	0.6168678273
1595	0.6168675236
1596	0.6168670768
1597	0.6168655148
1598	0.616863917
1599	0.6168571748
1600	0.6168554546
1601	0.616853084
1602	0.6168510757
1603	0.6168502216
1604	0.616847976
1605	0.6168473747
1606	0.6168473138
1607	0.6168467318
1608	0.6168409608
1609	0.6168401958
1610	0.6168387212
1611	0.6168377063
1612	0.6168366107
1613	0.6168350305
1614	0.6168311086
1615	0.6168307277
1616	0.6168270769
1617	0.6168265132
1618	0.6168261435
1619	0.6168221733
1620	0.6168220277
1621	0.616819248
1622	0.6168175771
1623	0.6168156519
1624	0.6168147754
1625	0.6168143183
1626	0.6168138634
1627	0.6168086278
1628	0.6168064526
1629	0.6168048647
1630	0.6167976159
1631	0.6167959398
1632	0.6167949392
1633	0.6167915369
1634	0.6167900197
1635	0.6167896857
1636	0.61678292
1637	0.6167798587
1638	0.6167762937
1639	0.6167733297
1640	0.6167720224
1641	0.6167550998
1642	0.6167501844
1643	0.6167489002
1644	0.616748422
1645	0.6167475259
1646	0.6167429886
1647	0.6167421467
1648	0.6167405938
1649	0.6167336679
1650	0.6167335073
1651	0.6167310931
1652	0.616727313
1653	0.6167249944
1654	0.6167235256
1655	0.6167219678
1656	0.616721137
1657	0.6167183923
1658	0.6167170333
1659	0.6167156658
1660	0.6167151033
1661	0.6167147415
1662	0.6167142062
1663	0.6167137083
1664	0.6167124965
1665	0.616712362
1666	0.6167101674
1667	0.6167089504
1668	0.6167058575
1669	0.6167053946
1670	0.616705267
1671	0.616704825
1672	0.6167045601
1673	0.6167024159
1674	0.6167023544
1675	0.6167015754
1676	0.6167007241
1677	0.6166979031
1678	0.616697481
1679	0.61669354
1680	0.6166927612
1681	0.6166924967
1682	0.6166892108
1683	0.6166878279
1684	0.6166863789
1685	0.6166852321
1686	0.6166847501
1687	0.6166806193
1688	0.6166789635
1689	0.6166783821
1690	0.6166692965
1691	0.616667224
1692	0.6166661599
1693	0.6166632944
1694	0.6166623505
1695	0.6166614831
1696	0.6166588997
1697	0.6166551142
1698	0.6166531888
1699	0.6166531888
1700	0.6166501932
1701	0.6166471636
1702	0.6166449435
1703	0.6166420002
1704	0.616641476
1705	0.6166412418
1706	0.6166387869
1707	0.6166383958
1708	0.6166367718
1709	0.6166354926
1710	0.6166310496
1711	0.6166307175
1712	0.6166242953
1713	0.6166241646
1714	0.6166231209
1715	0.6166223275
1716	0.6166211156
1717	0.6166209176
1718	0.616620497
1719	0.6166195706
1720	0.6166192033
1721	0.6166171796
1722	0.6166099963
1723	0.6166098695
1724	0.6166094091
1725	0.6166090643
1726	0.6166081932
1727	0.6166063817
1728	0.6166053336
1729	0.6166031504
1730	0.6166019618
1731	0.6166007299
1732	0.6165946418
1733	0.6165945841
1734	0.6165938271
1735	0.61658863
1736	0.6165881715
1737	0.6165844876
1738	0.6165814748
1739	0.6165804827
1740	0.616576746
1741	0.6165752603
1742	0.6165749219
1743	0.6165724911
1744	0.6165711574
1745	0.6165690377
1746	0.6165690375
1747	0.6165681791
1748	0.6165662649
1749	0.6165655778
1750	0.616563304
1751	0.6165548901
1752	0.6165540832
1753	0.6165532076
1754	0.616551409
1755	0.6165511912
1756	0.6165499923
1757	0.6165499348
1758	0.6165480986
1759	0.6165477931
1760	0.6165468549
1761	0.6165460217
1762	0.6165442553
1763	0.6165441737
1764	0.6165440339
1765	0.6165431878
1766	0.6165404887
1767	0.6165378099
1768	0.6165345766
1769	0.6165311613
1770	0.6165294943
1771	0.6165289079
1772	0.6165286309
1773	0.616527098
1774	0.6165243201
1775	0.6165238704
1776	0.6165225203
1777	0.6165223032
1778	0.6165202397
1779	0.6165184447
1780	0.6165178229
1781	0.6165172651
1782	0.6165169259
1783	0.6165151797
1784	0.6165144376
1785	0.6165131227
1786	0.6165109876
1787	0.6165109815
1788	0.6165097208
1789	0.616509455
1790	0.6165083145
1791	0.6165082013
1792	0.6165076026
1793	0.6165070525
1794	0.616506822
1795	0.6165065012
1796	0.6165057818
1797	0.6165026215
1798	0.6165026003
1799	0.6165022966
1800	0.6165020824
1801	0.6165012017
1802	0.6164934013
1803	0.6164917283
1804	0.6164916279
1805	0.6164901119
1806	0.6164898602
1807	0.6164882507
1808	0.6164874266
1809	0.6164869998
1810	0.6164859173
1811	0.6164822043
1812	0.6164817097
1813	0.6164792446
1814	0.616470397
1815	0.6164692781
1816	0.6164661383
1817	0.6164657492
1818	0.616465749
1819	0.6164654581
1820	0.6164604711
1821	0.616460267
1822	0.6164574524
1823	0.6164549256
1824	0.6164542262
1825	0.6164522518
1826	0.6164511836
1827	0.6164503041
1828	0.6164485765
1829	0.6164485331
1830	0.6164484457
1831	0.616444428
1832	0.6164438601
1833	0.6164404802
1834	0.6164384379
1835	0.6164376462
1836	0.6164372901
1837	0.6164339661
1838	0.6164330543
1839	0.6164327232
1840	0.6164304623
1841	0.616430339
1842	0.6164281041
1843	0.616426256
1844	0.6164195617
1845	0.6164177929
1846	0.6164160613
1847	0.6164137998
1848	0.6164074914
1849	0.6164069386
1850	0.6164024048
1851	0.6164018991
1852	0.6164006369
1853	0.6163907228
1854	0.6163902742
1855	0.6163862256
1856	0.6163812
1857	0.6163795993
1858	0.6163795536
1859	0.6163788624
1860	0.6163779868
1861	0.6163779402
1862	0.6163730848
1863	0.6163729857
1864	0.6163727487
1865	0.6163726881
1866	0.6163701725
1867	0.6163690317
1868	0.6163687222
1869	0.6163663266
1870	0.616365939
1871	0.6163646263
1872	0.6163641828
1873	0.6163635829
1874	0.6163602705
1875	0.6163587559
1876	0.6163583429
1877	0.6163559163
1878	0.6163448701
1879	0.6163431448
1880	0.6163423245
1881	0.6163388491
1882	0.6163385666
1883	0.6163384014
1884	0.6163380735
1885	0.6163380169
1886	0.6163376264
1887	0.6163345173
1888	0.6163324062
1889	0.616325439
1890	0.6163202793
1891	0.6163199989
1892	0.6163182253
1893	0.6163100632
1894	0.6163098092
1895	0.6163091077
1896	0.6163083677
1897	0.6163069832
1898	0.6163064661
1899	0.616304151
1900	0.6163009589
1901	0.6163009589
1902	0.6163000279
1903	0.6162999324
1904	0.6162983491
1905	0.6162970783
1906	0.6162937532
1907	0.6162927603
1908	0.6162868264
1909	0.616286368
1910	0.6162861153
1911	0.6162846896
1912	0.6162830184
1913	0.6162825995
1914	0.6162825385
1915	0.6162809206
1916	0.6162775456
1917	0.6162746609
1918	0.6162738268
1919	0.6162728922
1920	0.6162702627
1921	0.6162678808
1922	0.6162665006
1923	0.6162662871
1924	0.6162659742
1925	0.6162637412
1926	0.6162620841
1927	0.6162615718
1928	0.6162614641
1929	0.6162604065
1930	0.616254264
1931	0.6162539473
1932	0.6162537694
1933	0.6162537694
1934	0.6162531389
1935	0.6162530131
1936	0.6162521318
1937	0.6162509351
1938	0.616249945
1939	0.6162497989
1940	0.6162469385
1941	0.616246055
1942	0.6162457118
1943	0.616245561
1944	0.616244602
1945	0.6162440398
1946	0.616243427
1947	0.6162413832
1948	0.6162409738
1949	0.6162394787
1950	0.616236779
1951	0.6162336601
1952	0.6162335968
1953	0.616230591
1954	0.6162304606
1955	0.6162284269
1956	0.6162282089
1957	0.6162280486
1958	0.6162269866
1959	0.6162266514
1960	0.6162251644
1961	0.6162245702
1962	0.6162243619
1963	0.6162239189
1964	0.6162238384
1965	0.6162227246
1966	0.6162225478
1967	0.6162225391
1968	0.616222491
1969	0.6162211821
1970	0.6162198593
1971	0.616219657
1972	0.6162187591
1973	0.6162186808
1974	0.616218515
1975	0.6162169844
1976	0.6162169498
1977	0.6162162582
1978	0.6162152926
1979	0.6162115244
1980	0.6162079101
1981	0.6162070472
1982	0.6162040862
1983	0.6162000034
1984	0.6161989285
1985	0.6161989285
1986	0.6161982962
1987	0.6161975855
1988	0.6161956504
1989	0.616194779
1990	0.6161936123
1991	0.6161917153
1992	0.6161908701
1993	0.6161847695
1994	0.6161847695
1995	0.6161846724
1996	0.6161841781
1997	0.6161791405
1998	0.6161775705
1999	0.6161744806
2000	0.6161727914
2001	0.6161724158
2002	0.6161695744
2003	0.6161694014
2004	0.616169329
2005	0.6161681257
2006	0.6161658953
2007	0.6161652248
2008	0.6161641051
2009	0.6161635883
2010	0.616161489
2011	0.6161595103
2012	0.6161589169
2013	0.6161583947
2014	0.6161568194
2015	0.6161568194
2016	0.6161567207
2017	0.6161562682
2018	0.616155819
2019	0.6161485286
2020	0.6161485285
2021	0.6161474174
2022	0.6161473953
2023	0.6161472356
2024	0.6161472356
2025	0.6161466122
2026	0.6161409471
2027	0.61613959
2028	0.6161395361
2029	0.6161390969
2030	0.6161383864
2031	0.6161381958
2032	0.6161381858
2033	0.6161354278
2034	0.616135375
2035	0.6161352599
2036	0.6161340767
2037	0.6161310073
2038	0.6161257774
2039	0.6161254111
2040	0.6161230375
2041	0.6161205436
2042	0.616119871
2043	0.6161188106
2044	0.616117643
2045	0.6161168319
2046	0.6161160575
2047	0.6161130542
2048	0.6161126175
2049	0.6161116703
2050	0.6161092891
2051	0.6161092467
2052	0.6161081227
2053	0.6161062315
2054	0.6161012241
2055	0.6161005343
2056	0.6160994053
2057	0.6160989192
2058	0.6160986514
2059	0.6160985837
2060	0.6160985275
2061	0.616095562
2062	0.6160947712
2063	0.6160938595
2064	0.6160927797
2065	0.6160911079
2066	0.6160897784
2067	0.6160886404
2068	0.6160877123
2069	0.6160859328
2070	0.616085833
2071	0.6160856211
2072	0.6160845186
2073	0.6160831693
2074	0.6160816337
2075	0.6160810484
2076	0.6160718735
2077	0.6160711129
2078	0.6160711129
2079	0.6160708594
2080	0.6160702191
2081	0.6160683212
2082	0.6160626069
2083	0.6160622444
2084	0.616060463
2085	0.616060398
2086	0.6160602831
2087	0.6160602195
2088	0.6160599484
2089	0.6160578362
2090	0.6160569857
2091	0.6160563099
2092	0.6160562643
2093	0.6160561803
2094	0.6160560308
2095	0.6160551156
2096	0.616054682
2097	0.6160542495
2098	0.6160535568
2099	0.6160498749
2100	0.6160495437
2101	0.6160494017
2102	0.61604849
2103	0.6160480291
2104	0.6160480291
2105	0.6160478709
2106	0.6160472823
2107	0.616046724
2108	0.6160425153
2109	0.6160416301
2110	0.616040908
2111	0.6160401001
2112	0.6160394587
2113	0.6160388257
2114	0.6160369837
2115	0.6160368252
2116	0.616035795
2117	0.6160349275
2118	0.6160345025
2119	0.6160338419
2120	0.6160319869
2121	0.6160305142
2122	0.6160303664
2123	0.6160299118
2124	0.6160295775
2125	0.6160286596
2126	0.6160249739
2127	0.6160248951
2128	0.6160241123
2129	0.6160231405
2130	0.6160229736
2131	0.6160129935
2132	0.6160129599
2133	0.6160126449
2134	0.6160114167
2135	0.616011327
2136	0.6160097007
2137	0.6160085768
2138	0.6160075168
2139	0.6160074316
2140	0.6160057626
2141	0.6160052568
2142	0.6160052216
2143	0.616004835
2144	0.616004625
2145	0.6160033455
2146	0.6160021435
2147	0.6160018495
2148	0.6160008562
2149	0.6159998487
2150	0.6159992716
2151	0.6159983432
2152	0.61599827
2153	0.6159979478
2154	0.6159933095
2155	0.6159876537
2156	0.6159876537
2157	0.6159870993
2158	0.6159818724
2159	0.6159806881
2160	0.615980592
2161	0.6159797577
2162	0.6159794617
2163	0.6159763474
2164	0.6159745541
2165	0.6159691797
2166	0.6159680037
2167	0.615966441
2168	0.6159654825
2169	0.6159634873
2170	0.6159631637
2171	0.6159625906
2172	0.6159606851
2173	0.615960261
2174	0.6159581712
2175	0.6159572509
2176	0.6159556403
2177	0.6159548768
2178	0.6159539512
2179	0.615952409
2180	0.6159514243
2181	0.6159512391
2182	0.6159503758
2183	0.6159489308
2184	0.615948825
2185	0.6159448826
2186	0.6159446649
2187	0.6159446283
2188	0.6159411044
2189	0.6159407616
2190	0.6159390758
2191	0.6159374751
2192	0.6159354212
2193	0.6159347983
2194	0.6159328419
2195	0.6159323593
2196	0.6159323118
2197	0.6159313134
2198	0.6159295269
2199	0.6159293277
2200	0.6159288377
2201	0.6159284483
2202	0.615927524
2203	0.6159274675
2204	0.6159231939
2205	0.615922822
2206	0.6159221561
2207	0.6159218377
2208	0.6159206546
2209	0.6159204912
2210	0.6159197235
2211	0.6159194797
2212	0.6159189109
2213	0.6159186366
2214	0.6159185422
2215	0.6159184534
2216	0.6159173575
2217	0.615916728
2218	0.6159146974
2219	0.6159128406
2220	0.6159125744
2221	0.6159117554
2222	0.6159114932
2223	0.6159107163
2224	0.615910698
2225	0.615909775
2226	0.6159088277
2227	0.6159085588
2228	0.6159068745
2229	0.6159066269
2230	0.6159022393
2231	0.6159019815
2232	0.6159018094
2233	0.6159004438
2234	0.6158990389
2235	0.6158988812
2236	0.6158971506
2237	0.6158955195
2238	0.6158953826
2239	0.6158936742
2240	0.6158936602
2241	0.6158930387
2242	0.6158921681
2243	0.61589212
2244	0.6158920031
2245	0.6158873903
2246	0.6158853641
2247	0.6158853368
2248	0.6158842757
2249	0.6158838716
2250	0.6158821445
2251	0.6158821033
2252	0.615881785
2253	0.6158791062
2254	0.6158750549
2255	0.6158731564
2256	0.6158726806
2257	0.6158725005
2258	0.6158714922
2259	0.6158700224
2260	0.6158698878
2261	0.6158687412
2262	0.6158672042
2263	0.6158665085
2264	0.6158664922
2265	0.615866343
2266	0.6158649953
2267	0.6158643375
2268	0.6158627146
2269	0.6158623587
2270	0.6158622701
2271	0.6158619105
2272	0.6158609888
2273	0.6158609183
2274	0.6158607578
2275	0.6158605549
2276	0.6158604715
2277	0.6158602344
2278	0.615860184
2279	0.6158598472
2280	0.6158589695
2281	0.6158582618
2282	0.6158580384
2283	0.6158576516
2284	0.6158575638
2285	0.6158575432
2286	0.6158555168
2287	0.615855481
2288	0.6158551696
2289	0.6158547881
2290	0.6158542533
2291	0.6158529159
2292	0.6158525415
2293	0.6158508152
2294	0.6158503762
2295	0.6158498181
2296	0.6158496812
2297	0.6158461158
2298	0.6158458279
2299	0.6158457491
2300	0.6158446011
2301	0.6158445392
2302	0.6158437556
2303	0.6158430237
2304	0.6158408179
2305	0.6158402899
2306	0.6158400159
2307	0.6158389676
2308	0.6158389611
2309	0.6158375462
2310	0.6158374746
2311	0.6158373172
2312	0.6158369397
2313	0.6158366224
2314	0.6158358214
2315	0.6158357571
2316	0.6158355329
2317	0.6158342343
2318	0.6158339987
2319	0.6158339958
2320	0.6158334731
2321	0.6158328309
2322	0.6158327921
2323	0.6158323121
2324	0.6158277672
2325	0.6158265396
2326	0.615823797
2327	0.6158226214
2328	0.6158222423
2329	0.6158222161
2330	0.6158220344
2331	0.6158207212
2332	0.6158197176
2333	0.615819473
2334	0.6158187735
2335	0.6158174101
2336	0.6158171222
2337	0.6158160105
2338	0.6158156419
2339	0.6158145579
2340	0.6158140336
2341	0.6158135328
2342	0.6158132515
2343	0.6158129386
2344	0.6158119464
2345	0.6158110609
2346	0.6158105582
2347	0.6158102991
2348	0.6158097391
2349	0.6158095945
2350	0.6158094901
2351	0.6158079692
2352	0.6158074106
2353	0.6158070582
2354	0.6158050921
2355	0.6158049806
2356	0.6158048542
2357	0.6158038289
2358	0.6158032557
2359	0.6158029226
2360	0.6158014745
2361	0.6158012842
2362	0.6158010979
2363	0.6158004816
2364	0.6157988011
2365	0.6157985306
2366	0.6157983462
2367	0.6157918197
2368	0.6157913406
2369	0.6157897272
2370	0.6157895696
2371	0.6157883676
2372	0.615787871
2373	0.6157876412
2374	0.6157867127
2375	0.6157863891
2376	0.6157860252
2377	0.6157855751
2378	0.6157853011
2379	0.6157847169
2380	0.6157836763
2381	0.6157834596
2382	0.6157832083
2383	0.6157819273
2384	0.6157814797
2385	0.6157812159
2386	0.6157809379
2387	0.6157806151
2388	0.6157802032
2389	0.6157794696
2390	0.6157792041
2391	0.6157761043
2392	0.6157756061
2393	0.6157753429
2394	0.6157752015
2395	0.615773764
2396	0.6157735503
2397	0.6157718393
2398	0.6157714774
2399	0.6157711188
2400	0.6157703923
2401	0.6157696461
2402	0.6157696461
2403	0.6157693001
2404	0.6157692236
2405	0.6157691036
2406	0.6157682948
2407	0.6157682947
2408	0.6157675347
2409	0.6157667354
2410	0.6157660962
2411	0.6157644996
2412	0.6157639657
2413	0.6157636552
2414	0.6157634609
2415	0.6157617973
2416	0.6157612124
2417	0.6157612123
2418	0.6157589006
2419	0.615758687
2420	0.6157585981
2421	0.6157582088
2422	0.6157581943
2423	0.6157574121
2424	0.6157571771
2425	0.6157565177
2426	0.6157563017
2427	0.6157554164
2428	0.6157548014
2429	0.6157547292
2430	0.6157508878
2431	0.6157505414
2432	0.6157503451
2433	0.6157494946
2434	0.6157490157
2435	0.6157475354
2436	0.6157474839
2437	0.6157463968
2438	0.6157461549
2439	0.6157461549
2440	0.6157424332
2441	0.6157422021
2442	0.6157390385
2443	0.6157384569
2444	0.6157364331
2445	0.615736236
2446	0.6157360261
2447	0.6157350208
2448	0.6157333636
2449	0.6157331877
2450	0.6157330116
2451	0.615727561
2452	0.6157262007
2453	0.6157261871
2454	0.6157254209
2455	0.6157250391
2456	0.6157246679
2457	0.6157229198
2458	0.6157227844
2459	0.615721853
2460	0.6157217946
2461	0.615721337
2462	0.6157211706
2463	0.6157182034
2464	0.6157160372
2465	0.6157158857
2466	0.6157153068
2467	0.6157144321
2468	0.6157139025
2469	0.615713861
2470	0.6157129799
2471	0.6157116403
2472	0.6157112677
2473	0.6157106945
2474	0.6157097741
2475	0.6157090754
2476	0.6157090545
2477	0.6157085898
2478	0.615708318
2479	0.6157083138
2480	0.6157082828
2481	0.6157082025
2482	0.6157081224
2483	0.6157076132
2484	0.6157071761
2485	0.615706472
2486	0.6157062322
2487	0.6157056643
2488	0.6157041998
2489	0.6157040602
2490	0.6157025607
2491	0.6157019549
2492	0.6157013183
2493	0.6157006231
2494	0.6157000069
2495	0.6157000069
2496	0.6156999246
2497	0.6156998367
2498	0.6156972986
2499	0.6156967481
2500	0.6156947119
2501	0.6156942309
2502	0.6156940809
2503	0.6156937689
2504	0.6156936107
2505	0.6156936107
2506	0.6156935654
2507	0.6156933761
2508	0.6156909604
2509	0.6156905965
2510	0.615690472
2511	0.6156900581
2512	0.6156900362
2513	0.615689732
2514	0.6156895024
2515	0.6156890819
2516	0.6156880771
2517	0.6156871774
2518	0.6156870382
2519	0.6156856889
2520	0.6156856094
2521	0.6156852746
2522	0.6156852166
2523	0.6156848308
2524	0.615684573
2525	0.6156838088
2526	0.6156838086
2527	0.6156837179
2528	0.6156834941
2529	0.6156815214
2530	0.6156804624
2531	0.6156800988
2532	0.6156798423
2533	0.615679553
2534	0.6156794428
2535	0.6156783854
2536	0.6156771665
2537	0.615676627
2538	0.6156746111
2539	0.6156740506
2540	0.6156736477
2541	0.6156729485
2542	0.6156724127
2543	0.6156711251
2544	0.615670996
2545	0.6156704232
2546	0.615670085
2547	0.615669649
2548	0.6156692265
2549	0.6156692167
2550	0.6156691676
2551	0.6156688731
2552	0.6156684815
2553	0.6156684548
2554	0.6156679728
2555	0.6156675173
2556	0.6156674831
2557	0.6156654733
2558	0.6156654662
2559	0.6156653641
2560	0.6156648549
2561	0.6156627971
2562	0.61566265
2563	0.6156626209
2564	0.6156612107
2565	0.6156592399
2566	0.6156590459
2567	0.6156577476
2568	0.6156576966
2569	0.6156573129
2570	0.6156534759
2571	0.6156521722
2572	0.6156508546
2573	0.6156495641
2574	0.6156479547
2575	0.6156479477
2576	0.6156474631
2577	0.615647239
2578	0.6156457843
2579	0.6156455648
2580	0.6156447143
2581	0.61564401
2582	0.6156412104
2583	0.615640347
2584	0.6156394285
2585	0.6156393507
2586	0.6156386966
2587	0.6156386966
2588	0.6156385983
2589	0.6156367288
2590	0.6156361212
2591	0.6156352566
2592	0.6156339036
2593	0.6156337494
2594	0.6156293247
2595	0.6156275972
2596	0.6156272869
2597	0.6156266328
2598	0.6156265749
2599	0.6156250514
2600	0.6156210277
2601	0.6156207807
2602	0.6156202589
2603	0.6156202589
2604	0.6156199725
2605	0.6156177872
2606	0.6156176842
2607	0.6156169286
2608	0.6156166138
2609	0.6156162863
2610	0.6156162207
2611	0.6156162207
2612	0.6156161397
2613	0.6156157174
2614	0.6156154825
2615	0.6156151106
2616	0.6156117546
2617	0.6156117326
2618	0.615611593
2619	0.615610316
2620	0.615609702
2621	0.6156087431
2622	0.6156080508
2623	0.6156077897
2624	0.6156069439
2625	0.6156068038
2626	0.615606787
2627	0.6156059631
2628	0.6156057943
2629	0.6156052155
2630	0.6156042811
2631	0.61560413
2632	0.6156040849
2633	0.6156040849
2634	0.6156031867
2635	0.6156023191
2636	0.6156010014
2637	0.6156005999
2638	0.6155991204
2639	0.6155984825
2640	0.6155981955
2641	0.6155980112
2642	0.6155967413
2643	0.6155967413
2644	0.6155965364
2645	0.615596182
2646	0.6155951328
2647	0.6155948953
2648	0.6155945369
2649	0.6155936796
2650	0.6155911323
2651	0.615591082
2652	0.615591082
2653	0.6155910637
2654	0.6155893526
2655	0.6155891452
2656	0.615588072
2657	0.6155879014
2658	0.6155874859
2659	0.6155868715
2660	0.6155865664
2661	0.6155842289
2662	0.6155832343
2663	0.6155827404
2664	0.6155826828
2665	0.6155825371
2666	0.615582415
2667	0.6155807163
2668	0.6155797527
2669	0.6155791137
2670	0.6155787621
2671	0.6155783465
2672	0.6155772398
2673	0.6155769435
2674	0.6155756784
2675	0.6155756581
2676	0.6155755052
2677	0.6155750943
2678	0.6155750943
2679	0.6155734155
2680	0.6155731074
2681	0.6155724924
2682	0.6155718792
2683	0.6155718168
2684	0.6155716565
2685	0.6155707589
2686	0.6155706166
2687	0.61557058
2688	0.6155703859
2689	0.6155703686
2690	0.6155700409
2691	0.6155697913
2692	0.6155692757
2693	0.6155681553
2694	0.6155676016
2695	0.6155674365
2696	0.6155672496
2697	0.6155672268
2698	0.6155670529
2699	0.6155640258
2700	0.6155617532
2701	0.6155616724
2702	0.6155604208
2703	0.6155604208
2704	0.6155600188
2705	0.6155578494
2706	0.6155572653
2707	0.6155553793
2708	0.6155550951
2709	0.6155538963
2710	0.6155537776
2711	0.6155520138
2712	0.6155500953
2713	0.6155494351
2714	0.6155494015
2715	0.6155488478
2716	0.6155487624
2717	0.6155487402
2718	0.6155478797
2719	0.6155474679
2720	0.615545458
2721	0.615542644
2722	0.615542604
2723	0.6155423061
2724	0.6155422863
2725	0.6155419451
2726	0.6155417116
2727	0.6155415051
2728	0.6155410125
2729	0.615540866
2730	0.6155398228
2731	0.6155394006
2732	0.6155367729
2733	0.6155367657
2734	0.6155365725
2735	0.6155357582
2736	0.615535591
2737	0.6155355867
2738	0.6155352615
2739	0.6155348259
2740	0.6155345213
2741	0.6155339069
2742	0.6155337654
2743	0.6155334318
2744	0.6155332744
2745	0.6155329669
2746	0.6155327801
2747	0.6155325147
2748	0.6155316254
2749	0.6155315274
2750	0.6155310087
2751	0.6155304727
2752	0.615530417
2753	0.6155298946
2754	0.615529533
2755	0.6155290017
2756	0.6155286673
2757	0.6155285166
2758	0.6155283632
2759	0.6155272063
2760	0.615526901
2761	0.6155259672
2762	0.6155242875
2763	0.6155230489
2764	0.615522149
2765	0.6155221216
2766	0.6155210743
2767	0.6155210433
2768	0.6155204806
2769	0.6155200685
2770	0.6155197375
2771	0.6155193355
2772	0.6155192307
2773	0.6155189951
2774	0.6155172239
2775	0.6155172156
2776	0.6155171721
2777	0.6155168643
2778	0.6155163758
2779	0.6155152733
2780	0.6155150728
2781	0.615514345
2782	0.6155137121
2783	0.6155132087
2784	0.6155119108
2785	0.6155118199
2786	0.6155117242
2787	0.6155081117
2788	0.615508093
2789	0.6155079688
2790	0.615507802
2791	0.6155076946
2792	0.6155074448
2793	0.6155070709
2794	0.6155070224
2795	0.6155069877
2796	0.6155067349
2797	0.6155067334
2798	0.6155058056
2799	0.6155050841
2800	0.6155049797
2801	0.6155040035
2802	0.6155039734
2803	0.6155033674
2804	0.6155032463
2805	0.6155032254
2806	0.6155031556
2807	0.6154994836
2808	0.6154991155
2809	0.615496928
2810	0.6154949298
2811	0.6154947802
2812	0.6154941909
2813	0.6154941713
2814	0.615490663
2815	0.6154906379
2816	0.6154905521
2817	0.6154899274
2818	0.6154898185
2819	0.615487577
2820	0.6154871866
2821	0.6154858428
2822	0.6154857396
2823	0.6154853403
2824	0.6154853317
2825	0.6154850448
2826	0.6154845599
2827	0.6154837145
2828	0.615483455
2829	0.6154772584
2830	0.6154769023
2831	0.6154767019
2832	0.6154758379
2833	0.6154757505
2834	0.6154743873
2835	0.6154729678
2836	0.61547277
2837	0.6154726068
2838	0.6154724999
2839	0.6154717312
2840	0.6154715838
2841	0.6154705199
2842	0.6154700674
2843	0.6154700582
2844	0.6154694866
2845	0.6154690312
2846	0.6154688745
2847	0.6154686784
2848	0.6154679082
2849	0.6154665807
2850	0.6154636822
2851	0.6154611903
2852	0.6154611078
2853	0.6154600781
2854	0.6154587355
2855	0.6154586243
2856	0.615457732
2857	0.6154576118
2858	0.6154575471
2859	0.6154574596
2860	0.6154572133
2861	0.6154571657
2862	0.6154569784
2863	0.6154561105
2864	0.6154558982
2865	0.6154555001
2866	0.6154554559
2867	0.6154553191
2868	0.6154550224
2869	0.6154535399
2870	0.6154533632
2871	0.6154533148
2872	0.6154531573
2873	0.6154521932
2874	0.6154521715
2875	0.6154521415
2876	0.615451696
2877	0.6154515624
2878	0.6154513626
2879	0.6154510707
2880	0.6154509757
2881	0.6154509099
2882	0.6154500425
2883	0.6154496541
2884	0.6154496189
2885	0.6154495663
2886	0.6154492991
2887	0.6154489854
2888	0.6154489003
2889	0.6154487367
2890	0.6154487302
2891	0.6154482163
2892	0.6154480957
2893	0.6154478962
2894	0.6154478445
2895	0.6154454756
2896	0.6154443836
2897	0.6154442769
2898	0.6154432696
2899	0.6154431771
2900	0.6154419457
2901	0.6154416914
2902	0.6154374706
2903	0.6154371497
2904	0.6154340519
2905	0.6154340232
2906	0.6154339884
2907	0.6154332779
2908	0.6154331466
2909	0.6154322044
2910	0.6154267686
2911	0.6154266114
2912	0.6154263702
2913	0.6154256221
2914	0.6154254668
2915	0.6154225129
2916	0.615421806
2917	0.6154217663
2918	0.6154216995
2919	0.6154199439
2920	0.6154193086
2921	0.6154183531
2922	0.615418019
2923	0.6154176972
2924	0.6154176246
