iter	Passed	Remaining
462	9429	194235
463	9451	194252
464	9464	194082
465	9478	193920
466	9495	193829
467	9517	193839
468	9535	193777
469	9554	193726
470	9574	193698
471	9593	193650
472	9610	193574
473	9631	193572
474	9650	193518
475	9668	193452
476	9681	193288
477	9693	193101
478	9706	192936
479	9724	192863
480	9743	192833
481	9763	192804
482	9784	192792
483	9802	192719
484	9822	192706
485	9840	192631
486	9860	192613
487	9879	192571
488	9892	192414
489	9904	192224
490	9918	192096
491	9937	192040
492	9956	192006
493	9973	191924
494	9992	191875
495	10011	191834
496	10029	191775
497	10046	191698
498	10072	191778
499	10092	191759
500	10106	191614
501	10118	191441
502	10133	191333
503	10153	191297
504	10169	191214
505	10186	191133
506	10206	191112
507	10225	191072
508	10246	191061
509	10266	191029
510	10286	191014
511	10303	190937
512	10315	190770
513	10327	190597
514	10339	190433
515	10358	190390
516	10378	190372
517	10398	190342
518	10417	190296
519	10436	190258
520	10455	190217
521	10473	190164
522	10491	190116
523	10511	190095
524	10525	189955
525	10537	189789
526	10550	189646
527	10569	189601
528	10578	189384
529	10596	189339
530	10616	189313
531	10635	189279
532	10653	189225
533	10670	189148
534	10688	189089
535	10704	189014
536	10724	188982
537	10735	188809
538	10748	188669
539	10760	188507
540	10775	188405
541	10794	188359
542	10814	188343
543	10833	188313
544	10854	188312
545	10874	188291
546	10893	188263
547	10911	188208
548	10935	188248
549	10944	188046
550	10961	187972
551	10983	187998
552	11002	187957
553	11027	188022
554	11052	188099
555	11077	188151
556	11101	188200
557	11119	188160
558	11140	188145
559	11160	188142
560	11173	187992
561	11185	187840
562	11201	187762
563	11221	187745
564	11241	187717
565	11257	187644
566	11275	187593
567	11295	187576
568	11315	187550
569	11333	187494
570	11353	187489
571	11368	187380
572	11418	187864
573	11447	187987
574	11502	188540
575	11540	188807
576	11559	188780
577	11572	188650
578	11586	188530
579	11599	188388
580	11612	188254
581	11632	188240
582	11652	188213
583	11671	188178
584	11688	188122
585	11708	188102
586	11727	188060
587	11747	188035
588	11766	187996
589	11781	187904
590	11793	187759
591	11805	187616
592	11820	187505
593	11838	187463
594	11856	187408
595	11875	187369
596	11894	187338
597	11912	187299
598	11931	187260
599	11952	187263
600	11968	187174
601	11980	187030
602	11993	186911
603	12010	186835
604	12030	186815
605	12049	186780
606	12066	186721
607	12085	186683
608	12103	186642
609	12121	186592
610	12141	186573
611	12162	186568
612	12175	186449
613	12188	186315
614	12199	186166
615	12215	186090
616	12233	186042
617	12253	186025
618	12272	185984
619	12292	185968
620	12310	185930
621	12327	185871
622	12346	185829
623	12365	185796
624	12381	185728
625	12393	185584
626	12406	185467
627	12421	185366
628	12437	185302
629	12456	185259
630	12477	185264
631	12496	185233
632	12516	185209
633	12535	185188
634	12555	185168
635	12576	185169
636	12591	185081
637	12604	184952
638	12616	184820
639	12630	184714
640	12648	184672
641	12666	184637
642	12685	184593
643	12703	184553
644	12721	184515
645	12740	184486
646	12759	184451
647	12777	184411
648	12796	184368
649	12808	184247
650	12821	184123
651	12831	183976
652	12848	183911
653	12867	183882
654	12886	183850
655	12904	183810
656	12923	183776
657	12941	183740
658	12961	183719
659	12980	183697
660	13000	183680
661	13019	183646
662	13031	183523
663	13044	183410
664	13056	183275
665	13075	183259
666	13095	183238
667	13115	183228
668	13134	183198
669	13150	183130
670	13169	183096
671	13189	183080
672	13206	183027
673	13218	182901
674	13231	182789
675	13243	182671
676	13261	182628
677	13281	182612
678	13300	182577
679	13319	182550
680	13338	182529
681	13356	182480
682	13372	182424
683	13390	182371
684	13407	182318
685	13419	182194
686	13430	182064
687	13442	181944
688	13459	181884
689	13480	181888
690	13498	181855
691	13516	181805
692	13533	181754
693	13551	181710
694	13570	181684
695	13589	181664
696	13608	181639
697	13622	181541
698	13634	181426
699	13646	181301
700	13661	181223
701	13681	181208
702	13701	181198
703	13721	181184
704	13731	181040
705	13749	180997
706	13767	180968
707	13787	180950
708	13807	180938
709	13827	180929
710	13841	180830
711	13854	180731
712	13866	180611
713	13881	180539
714	13900	180506
715	13918	180474
716	13937	180453
717	13955	180416
718	13974	180382
719	13992	180348
720	14011	180325
721	14032	180327
722	14048	180258
723	14061	180152
724	14073	180040
725	14087	179952
726	14097	179816
727	14116	179790
728	14135	179764
729	14153	179724
730	14172	179710
731	14190	179671
732	14208	179634
733	14226	179596
734	14244	179560
735	14257	179459
736	14268	179338
737	14365	180284
738	14388	180313
739	14422	180481
740	14437	180400
741	14456	180370
742	14470	180289
743	14482	180174
744	14494	180066
745	14506	179944
746	14520	179862
747	14539	179835
748	14560	179835
749	14577	179792
750	14596	179768
751	14615	179735
752	14632	179691
753	14652	179675
754	14673	179673
755	14686	179577
756	14698	179474
757	14711	179371
758	14725	179288
759	14742	179232
760	14763	179233
761	14781	179200
762	14798	179157
763	14818	179137
764	14837	179112
765	14855	179086
766	14875	179065
767	14894	179041
768	14907	178948
769	14919	178835
770	14932	178738
771	14945	178647
772	14962	178597
773	14980	178568
774	14999	178540
775	15017	178504
776	15035	178471
777	15054	178445
778	15104	178793
779	15153	179123
780	15188	179287
781	15215	179350
782	15234	179331
783	15253	179308
784	15272	179281
785	15292	179265
786	15308	179212
787	15328	179196
788	15347	179172
789	15362	179104
790	15374	178997
791	15387	178897
792	15399	178794
793	15416	178749
794	15434	178715
795	15453	178689
796	15473	178675
797	15492	178645
798	15509	178605
799	15527	178569
800	15544	178518
801	15563	178491
802	15575	178385
803	15587	178282
804	15598	178169
805	15610	178066
806	15623	177979
807	15641	177945
808	15659	177905
809	15679	177893
810	15698	177870
811	15717	177843
812	15736	177823
813	15756	177813
814	15776	177795
815	15788	177695
816	15799	177590
817	15812	177490
818	15825	177401
819	15841	177348
820	15864	177370
821	15882	177339
822	15901	177308
823	15921	177296
824	15940	177274
825	15958	177242
826	15978	177232
827	15995	177190
828	16009	177104
829	16021	177010
830	16034	176918
831	16049	176852
832	16070	176848
833	16088	176818
834	16109	176820
835	16127	176789
836	16144	176740
837	16162	176708
838	16183	176701
839	16200	176661
840	16212	176560
841	16223	176456
842	16236	176367
843	16250	176293
844	16271	176293
845	16288	176252
846	16309	176245
847	16328	176227
848	16347	176204
849	16367	176193
850	16388	176191
851	16403	176129
852	16416	176037
853	16428	175938
854	16441	175852
855	16447	175698
856	16464	175657
857	16482	175622
858	16507	175660
859	16532	175704
860	16553	175701
861	16572	175686
862	16590	175649
863	16602	175551
864	16613	175448
865	16621	175317
866	16634	175225
867	16647	175139
868	16664	175106
869	16683	175082
870	16699	175030
871	16718	175005
872	16738	174998
873	16756	174962
874	16775	174949
875	16794	174928
876	16811	174877
877	16823	174787
878	16874	175095
879	16945	175617
880	16982	175779
881	16999	175741
882	17016	175696
883	17029	175609
884	17040	175511
885	17052	175414
886	17063	175314
887	17081	175278
888	17100	175252
889	17118	175220
890	17140	175234
891	17164	175266
892	17189	175300
893	17209	175287
894	17222	175212
895	17234	175114
896	17245	175010
897	17258	174926
898	17274	174875
899	17283	174755
900	17303	174741
901	17318	174683
902	17338	174670
903	17356	174642
904	17375	174622
905	17394	174594
906	17411	174556
907	17430	174534
908	17443	174453
909	17456	174370
910	17468	174281
911	17480	174189
912	17496	174138
913	17514	174114
914	17532	174081
915	17550	174052
916	17568	174013
917	17586	173988
918	17605	173970
919	17625	173951
920	17644	173936
921	17658	173864
922	17670	173777
923	17684	173708
924	17697	173625
925	17713	173577
926	17732	173555
927	17751	173537
928	17770	173515
929	17789	173495
930	17809	173486
931	17828	173467
932	17848	173452
933	17866	173419
934	17879	173343
935	17891	173254
936	17898	173122
937	17913	173057
938	17929	173009
939	17939	172905
940	17960	172905
941	17978	172878
942	17998	172862
943	18017	172845
944	18036	172824
945	18056	172814
946	18071	172757
947	18084	172677
948	18097	172601
949	18109	172513
950	18122	172444
951	18141	172418
952	18160	172396
953	18178	172370
954	18197	172354
955	18216	172335
956	18234	172304
957	18252	172274
958	18272	172266
959	18286	172198
960	18297	172101
961	18308	172008
962	18320	171922
963	18331	171826
964	18347	171783
965	18367	171774
966	18386	171755
967	18406	171746
968	18425	171724
969	18444	171703
970	18463	171683
971	18483	171674
972	18497	171610
973	18507	171512
974	18519	171422
975	18532	171348
976	18544	171264
977	18560	171221
978	18581	171216
979	18598	171183
980	18617	171160
981	18634	171129
982	18652	171100
983	18671	171075
984	18691	171068
985	18705	171008
986	18718	170933
987	18731	170855
988	18743	170774
989	18755	170697
990	18772	170655
991	18796	170684
992	18816	170678
993	18835	170660
994	18854	170637
995	18873	170619
996	18894	170622
997	18914	170606
998	18926	170525
999	18938	170448
1000	18948	170349
1001	19009	170703
1002	19037	170766
1003	19053	170723
1004	19077	170744
1005	19108	170836
1006	19123	170778
1007	19135	170703
1008	19147	170620
1009	19159	170539
1010	19171	170454
1011	19184	170381
1012	19199	170335
1013	19217	170307
1014	19236	170288
1015	19254	170255
1016	19274	170247
1017	19294	170239
1018	19304	170141
1019	19321	170107
1020	19331	170011
1021	19346	169952
1022	19359	169879
1023	19372	169808
1024	19387	169756
1025	19406	169737
1026	19432	169783
1027	19456	169809
1028	19481	169840
1029	19501	169831
1030	19520	169812
1031	19539	169798
1032	19553	169733
1033	19566	169662
1034	19577	169577
1035	19588	169491
1036	19600	169413
1037	19619	169395
1038	19637	169367
1039	19655	169339
1040	19672	169306
1041	19690	169280
1042	19711	169280
1043	19733	169286
1044	19751	169261
1045	19764	169185
1046	19775	169103
1047	19786	169016
1048	19798	168940
1049	19809	168851
1050	19825	168811
1051	19845	168801
1052	19867	168804
1053	19887	168794
1054	19906	168777
1055	19926	168767
1056	19945	168750
1057	19964	168739
1058	19977	168664
1059	19990	168601
1060	20003	168531
1061	20017	168470
1062	20033	168425
1063	20053	168419
1064	20072	168404
1065	20092	168392
1066	20109	168361
1067	20128	168339
1068	20148	168329
1069	20166	168301
1070	20180	168246
1071	20191	168164
1072	20204	168097
1073	20216	168018
1074	20229	167951
1075	20241	167880
1076	20257	167837
1077	20275	167812
1078	20293	167782
1079	20311	167756
1080	20329	167735
1081	20350	167732
1082	20368	167702
1083	20384	167667
1084	20396	167593
1085	20410	167528
1086	20422	167458
1087	20435	167391
1088	20451	167347
1089	20471	167342
1090	20493	167344
1091	20511	167326
1092	20531	167315
1093	20553	167317
1094	20572	167300
1095	20589	167273
1096	20601	167198
1097	20615	167139
1098	20626	167055
1099	20637	166977
1100	20648	166898
1101	20667	166879
1102	20686	166860
1103	20704	166840
1104	20724	166825
1105	20745	166825
1106	20765	166814
1107	20784	166804
1108	20799	166750
1109	20810	166672
1110	20822	166599
1111	20908	167117
1112	20936	167172
1113	20985	167391
1114	20994	167300
1115	21015	167298
1116	21035	167284
1117	21052	167249
1118	21070	167225
1119	21094	167250
1120	21116	167258
1121	21137	167249
1122	21154	167220
1123	21174	167213
1124	21193	167192
1125	21211	167168
1126	21224	167100
1127	21237	167039
1128	21250	166973
1129	21263	166905
1130	21275	166833
1131	21292	166800
1132	21311	166787
1133	21330	166771
1134	21348	166743
1135	21356	166639
1136	21373	166609
1137	21393	166600
1138	21413	166586
1139	21429	166550
1140	21441	166476
1141	21453	166408
1142	21466	166339
1143	21478	166274
1144	21491	166208
1145	21512	166204
1146	21530	166184
1147	21549	166163
1148	21568	166149
1149	21587	166131
1150	21608	166126
1151	21627	166111
1152	21641	166058
1153	21653	165986
1154	21665	165914
1155	21677	165844
1156	21690	165780
1157	21705	165733
1158	21724	165714
1159	21740	165679
1160	21760	165667
1161	21779	165650
1162	21800	165649
1163	21818	165627
1164	21837	165610
1165	21850	165548
1166	21863	165482
1167	21874	165405
1168	21890	165369
1169	21904	165315
1170	21915	165239
1171	21934	165216
1172	21951	165188
1173	21968	165155
1174	21986	165135
1175	22006	165119
1176	22023	165094
1177	22041	165070
1178	22057	165029
1179	22067	164948
1180	22079	164876
1181	22091	164811
1182	22105	164752
1183	22117	164688
1184	22134	164653
1185	22154	164642
1186	22173	164630
1187	22190	164600
1188	22206	164560
1189	22223	164530
1190	22243	164516
1191	22263	164511
1192	22275	164446
1193	22287	164376
1194	22297	164295
1195	22311	164237
1196	22323	164172
1197	22337	164121
1198	22354	164091
1199	22372	164067
1200	22391	164048
1201	22411	164037
1202	22429	164013
1203	22439	163934
1204	22458	163919
1205	22477	163902
1206	22490	163845
1207	22501	163772
1208	22515	163713
1209	22526	163643
1210	22539	163580
1211	22588	163782
1212	22614	163822
1213	22653	163950
1214	22671	163926
1215	22706	164023
1216	22719	163965
1217	22731	163900
1218	22744	163840
1219	22755	163767
1220	22768	163708
1221	22781	163645
1222	22797	163608
1223	22814	163581
1224	22834	163567
1225	22854	163563
1226	22872	163540
1227	22893	163536
1228	22910	163502
1229	22922	163441
1230	22935	163378
1231	22947	163314
1232	22960	163255
1233	22973	163195
1234	22985	163133
1235	23002	163101
1236	23021	163086
1237	23040	163069
1238	23060	163059
1239	23080	163049
1240	23101	163052
1241	23116	163003
1242	23128	162939
1243	23142	162889
1244	23154	162826
1245	23161	162723
1246	23172	162655
1247	23185	162593
1248	23201	162557
1249	23222	162555
1250	23243	162554
1251	23262	162541
1252	23279	162507
1253	23297	162488
1254	23315	162468
1255	23329	162412
1256	23341	162350
1257	23354	162292
1258	23364	162213
1259	23376	162148
1260	23387	162083
1261	23403	162045
1262	23422	162030
1263	23442	162021
1264	23460	161996
1265	23482	162003
1266	23501	161986
1267	23517	161950
1268	23534	161925
1269	23546	161858
1270	23558	161797
1271	23570	161735
1272	23583	161673
1273	23594	161606
1274	23607	161548
1275	23622	161508
1276	23640	161484
1277	23659	161472
1278	23677	161449
1279	23697	161438
1280	23707	161362
1281	23727	161357
1282	23742	161313
1283	23754	161252
1284	23765	161180
1285	23777	161118
1286	23789	161057
1287	23803	161003
1288	23817	160957
1289	23837	160951
1290	23857	160938
1291	23877	160935
1292	23904	160971
1293	23923	160956
1294	23943	160949
1295	23956	160896
1296	23968	160827
1297	23980	160766
1298	23991	160702
1299	24044	160910
1300	24068	160933
1301	24096	160974
1302	24121	161003
1303	24156	161093
1304	24170	161043
1305	24181	160978
1306	24195	160924
1307	24206	160861
1308	24218	160795
1309	24230	160732
1310	24243	160680
1311	24261	160655
1312	24279	160636
1313	24295	160599
1314	24315	160594
1315	24334	160578
1316	24352	160554
1317	24370	160535
1318	24383	160477
1319	24395	160419
1320	24407	160354
1321	24419	160293
1322	24431	160239
1323	24443	160177
1324	24459	160142
1325	24477	160120
1326	24497	160113
1327	24516	160094
1328	24537	160095
1329	24556	160078
1330	24576	160069
1331	24591	160027
1332	24603	159970
1333	24615	159909
1334	24629	159858
1335	24640	159793
1336	24652	159733
1337	24665	159678
1338	24683	159661
1339	24702	159645
1340	24721	159631
1341	24740	159612
1342	24759	159599
1343	24779	159594
1344	24796	159561
1345	24809	159509
1346	24822	159455
1347	24834	159397
1348	24846	159336
1349	24858	159277
1350	24871	159222
1351	24888	159198
1352	24906	159174
1353	24925	159161
1354	24943	159141
1355	24963	159136
1356	24984	159129
1357	25001	159102
1358	25013	159042
1359	25025	158983
1360	25037	158924
1361	25049	158869
1362	25062	158812
1363	25073	158747
1364	25089	158718
1365	25107	158696
1366	25125	158676
1367	25144	158661
1368	25161	158635
1369	25180	158616
1370	25194	158570
1371	25206	158514
1372	25218	158458
1373	25230	158398
1374	25243	158344
1375	25250	158254
1376	25262	158198
1377	25277	158157
1378	25296	158141
1379	25316	158135
1380	25335	158119
1381	25353	158101
1382	25373	158092
1383	25390	158068
1384	25403	158017
1385	25415	157958
1386	25428	157904
1387	25439	157844
1388	25562	158472
1389	25600	158574
1390	25612	158516
1391	25623	158451
1392	25635	158395
1393	25647	158337
1394	25660	158285
1395	25673	158236
1396	25686	158184
1397	25706	158173
1398	25727	158169
1399	25745	158151
1400	25766	158147
1401	25787	158145
1402	25812	158167
1403	25826	158121
1404	25838	158068
1405	25851	158014
1406	25863	157956
1407	25875	157900
1408	25887	157842
1409	25901	157797
1410	25918	157771
1411	25938	157764
1412	25956	157743
1413	25973	157716
1414	25991	157696
1415	26011	157682
1416	26030	157673
1417	26046	157636
1418	26058	157582
1419	26070	157525
1420	26083	157474
1421	26095	157415
1422	26108	157364
1423	26119	157303
1424	26135	157269
1425	26153	157252
1426	26173	157245
1427	26196	157250
1428	26216	157242
1429	26236	157235
1430	26254	157213
1431	26267	157162
1432	26280	157112
1433	26292	157056
1434	26304	157004
1435	26317	156954
1436	26330	156900
1437	26342	156845
1438	26360	156827
1439	26380	156816
1440	26399	156804
1441	26420	156798
1442	26438	156777
1443	26456	156758
1444	26474	156737
1445	26485	156678
1446	26497	156623
1447	26508	156562
1448	26521	156509
1449	26533	156456
1450	26544	156396
1451	26558	156348
1452	26575	156324
1453	26594	156313
1454	26615	156306
1455	26631	156274
1456	26648	156252
1457	26667	156238
1458	26688	156237
1459	26702	156193
1460	26715	156141
1461	26726	156079
1462	26737	156021
1463	26749	155965
1464	26807	156177
1465	26832	156199
1466	26855	156205
1467	26909	156398
1468	26921	156343
1469	26934	156291
1470	26946	156236
1471	26958	156183
1472	26970	156130
1473	26982	156075
1474	26993	156015
1475	27007	155970
1476	27025	155951
1477	27044	155933
1478	27061	155909
1479	27081	155902
1480	27100	155885
1481	27120	155876
1482	27133	155829
1483	27145	155773
1484	27158	155729
1485	27173	155692
1486	27185	155637
1487	27192	155550
1488	27203	155493
1489	27218	155454
1490	27238	155448
1491	27257	155431
1492	27277	155422
1493	27296	155413
1494	27315	155396
1495	27335	155387
1496	27347	155331
1497	27358	155275
1498	27371	155224
1499	27384	155179
1500	27396	155124
1501	27408	155074
1502	27420	155018
1503	27434	154973
1504	27453	154960
1505	27472	154945
1506	27490	154929
1507	27509	154915
1508	27528	154900
1509	27551	154910
1510	27564	154859
1511	27575	154803
1512	27587	154748
1513	27599	154693
1514	27611	154643
1515	27623	154588
1516	27634	154533
1517	27652	154509
1518	27663	154450
1519	27681	154431
1520	27700	154422
1521	27719	154404
1522	27736	154381
1523	27753	154356
1524	27771	154338
1525	27784	154291
1526	27797	154241
1527	27808	154185
1528	27820	154131
1529	27834	154089
1530	27847	154041
1531	27858	153986
1532	27875	153960
1533	27894	153944
1534	27913	153936
1535	27931	153915
1536	27950	153898
1537	27969	153889
1538	27987	153867
1539	27994	153789
1540	28006	153736
1541	28018	153683
1542	28029	153623
1543	28041	153572
1544	28054	153529
1545	28170	154045
1546	28205	154117
1547	28218	154073
1548	28230	154020
1549	28243	153974
1550	28255	153923
1551	28268	153871
1552	28280	153820
1553	28291	153766
1554	28303	153710
1555	28319	153682
1556	28339	153676
1557	28361	153675
1558	28379	153657
1559	28399	153651
1560	28420	153644
1561	28433	153601
1562	28445	153548
1563	28457	153496
1564	28470	153450
1565	28482	153398
1566	28495	153349
1567	28507	153298
1568	28521	153259
1569	28540	153245
1570	28559	153230
1571	28578	153217
1572	28596	153201
1573	28615	153183
1574	28634	153174
1575	28649	153136
1576	28660	153081
1577	28673	153035
1578	28685	152985
1579	28698	152938
1580	28710	152887
1581	28723	152839
1582	28736	152794
1583	28753	152773
1584	28772	152757
1585	28793	152756
1586	28814	152750
1587	28833	152735
1588	28852	152723
1589	28866	152681
1590	28872	152601
1591	28884	152548
1592	28896	152501
1593	28908	152450
1594	28921	152405
1595	28933	152351
1596	28945	152302
1597	28963	152283
1598	28981	152265
1599	29001	152258
1600	29020	152244
1601	29039	152232
1602	29061	152231
1603	29077	152204
1604	29090	152157
1605	29101	152105
1606	29112	152045
1607	29123	151994
1608	29136	151948
1609	29148	151899
1610	29159	151844
1611	29173	151803
1612	29193	151793
1613	29213	151788
1614	29233	151778
1615	29251	151760
1616	29272	151754
1617	29285	151713
1618	29296	151658
1619	29308	151610
1620	29319	151553
1621	29331	151504
1622	29423	151865
1623	29454	151915
1624	29491	151993
1625	29503	151945
1626	29515	151896
1627	29527	151846
1628	29540	151798
1629	29551	151746
1630	29564	151701
1631	29576	151653
1632	29588	151603
1633	29602	151562
1634	29621	151552
1635	29641	151539
1636	29661	151530
1637	29683	151535
1638	29708	151550
1639	29722	151513
1640	29734	151462
1641	29747	151417
1642	29760	151372
1643	29770	151315
1644	29782	151264
1645	29794	151217
1646	29806	151168
1647	29821	151132
1648	29839	151115
1649	29859	151108
1650	29876	151081
1651	29894	151064
1652	29914	151055
1653	29929	151024
1654	29942	150981
1655	29954	150932
1656	29968	150890
1657	29981	150850
1658	29999	150829
1659	30017	150812
1660	30039	150809
1661	30056	150788
1662	30074	150770
1663	30091	150749
1664	30111	150737
1665	30130	150722
1666	30144	150686
1667	30156	150636
