molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3125274,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,215.0
CHEMBL3125272,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,34.0
CHEMBL3125273,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2sccc2c1,121.0
CHEMBL3125275,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,1290.0
CHEMBL3125276,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,5.0
CHEMBL3125277,CCc1cc(C(=O)N[C@@H]2CCN(C(=O)c3coc4ccccc34)C2)n(C)n1,120.0
CHEMBL3319431,CCCc1cc(-c2nc(-c3ccncc3)cs2)ccn1,50000.0
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,30.0
CHEMBL3335464,COCCN(C1CCN(Cc2c(-c3ccccc3)[nH]c3c(C)cccc23)C1)S(C)(=O)=O,100000.0
CHEMBL3335466,O=S(=O)(NC1CCN(Cc2ccncc2)CC1)c1ccc(-n2cccn2)cc1,100000.0
CHEMBL3343858,O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)NCc1ccccn1,8230.0
CHEMBL3343865,O=C(Cn1c(=O)oc2cc(Cl)ccc21)Nc1ncc([N+](=O)[O-])s1,6820.0
CHEMBL3343866,O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1ncc([N+](=O)[O-])s1,5120.0
CHEMBL3343868,O=C(Cn1c(=O)oc2cc(Cl)ccc21)Nc1nc2ccccc2s1,8900.0
CHEMBL3343869,O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1nc2ccccc2s1,7620.0
CHEMBL3343873,O=C(Cn1c(=O)oc2ccccc21)Nc1cc(Cl)ccc1Cl,22120.0
CHEMBL1449844,O=C(Cn1c(=O)oc2ccccc21)Nc1cccc(Cl)c1,25000.0
CHEMBL3343874,O=C(Cn1c(=O)oc2ccccc21)Nc1ccc(Cl)c(Cl)c1,25000.0
CHEMBL3331278,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)Nc1ccccc1,3120.0
CHEMBL3331277,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1ccccc1,8920.0
CHEMBL3331276,O=C(Cn1cnc2ccc(Cl)cc2c1=O)NCc1cccs1,7120.0
CHEMBL3331275,O=C(Cn1cnc2ccc(Cl)cc2c1=O)NCc1ccco1,3120.0
CHEMBL3331274,O=C(Cn1cnc2ccc(Cl)cc2c1=O)Nc1cc(C(F)(F)F)ccc1Cl,4560.0
CHEMBL3331273,O=C(Cn1cnc2ccccc2c1=O)Nc1cc(C(F)(F)F)ccc1Cl,8160.0
CHEMBL3331272,O=C(Cn1cnc2ccc(Cl)cc2c1=O)Nc1ccccc1,7780.0
CHEMBL3331279,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1cc(C(C)(F)F)ccc1Cl,9060.0
CHEMBL3331280,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)Nc1cc(C(C)(F)F)ccc1Cl,7160.0
CHEMBL3331281,Cc1nc2ccccc2c(=O)n1CC(=O)NCc1ccco1,6860.0
CHEMBL3331282,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1ccco1,4520.0
CHEMBL3331283,Cc1nc2ccccc2c(=O)n1CC(=O)NCc1cccs1,6010.0
CHEMBL3331284,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1cccs1,6760.0
CHEMBL3331292,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1nc2ccccc2s1,8360.0
CHEMBL3331293,O=C(Cn1cnc2ccccc2c1=O)NCc1nc2ccc([N+](=O)[O-])cc2s1,5120.0
CHEMBL3331295,Cc1nc2ccccc2c(=O)n1CC(=O)NCc1nc2ccc([N+](=O)[O-])cc2s1,6160.0
CHEMBL3393978,O=C(/C=C/c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,50000.0
CHEMBL486730,O=S(=O)(c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,50000.0
CHEMBL3393977,O=C(c1cc(F)ccc1F)N1CCN(C(c2ccccc2)c2ccccc2)CC1,50000.0
CHEMBL3393976,O=C(c1ccc(F)cc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,50000.0
CHEMBL3393975,O=C(c1ccc(Cl)cc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,50000.0
CHEMBL3393974,Cc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,7830.0
CHEMBL3393973,COc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,50000.0
CHEMBL3393972,O=C(c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,16030.0
CHEMBL3393971,c1ccc(CN2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1,50000.0
CHEMBL3393970,O=C(CN1CCN(C2c3ccccc3-c3ccccc32)CC1)Nc1ccccc1,50000.0
CHEMBL3393969,O=C(/C=C/c1ccccc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,50000.0
CHEMBL3393968,Cc1ccccc1S(=O)(=O)N1CCN(C2c3ccccc3-c3ccccc32)CC1,50000.0
CHEMBL3393967,O=S(=O)(c1ccccc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,19960.0
CHEMBL3393966,O=C(c1ccncc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,9770.0
CHEMBL3393965,O=C(c1cc(F)ccc1F)N1CCN(C2c3ccccc3-c3ccccc32)CC1,1570.0
CHEMBL3393964,O=C(c1ccccc1F)N1CCN(C2c3ccccc3-c3ccccc32)CC1,361.0
CHEMBL3393963,O=C(c1cccc(F)c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,240.0
CHEMBL3393962,Cc1ccccc1C(=O)N1CCN(C2c3ccccc3-c3ccccc32)CC1,5990.0
CHEMBL3393961,Cc1cccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)c1,250.0
CHEMBL3393960,O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,50000.0
CHEMBL1223644,O=C(c1ccc(F)cc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,397.0
CHEMBL3393959,O=C(c1ccc(Cl)cc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,1690.0
CHEMBL3393958,COc1ccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1,2900.0
CHEMBL3956359,C/C(CCC(=O)Nc1ccc(F)cc1)=N\NC(=O)c1ccc(-n2cccc2)cc1,7690.0
CHEMBL3983875,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3cc(Br)ccc3-c3ccc(Br)cc32)CC1,120.0
CHEMBL3986551,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3cc([N+](=O)[O-])ccc32)CC1,130.0
CHEMBL3960902,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccc([N+](=O)[O-])cc32)CC1,120.0
CHEMBL4126901,Fc1ccccc1-c1cc(CNCCc2ccc(Br)cc2)c2cnc3cc(Cl)ccc3n12,48000.0
CHEMBL4125737,Fc1ccccc1-c1cc(CNCc2ccccc2)c2cnc3cc(Br)ccc3n12,54000.0
CHEMBL4166541,Cc1cc(C)n(Cc2ccc(C(=O)NCc3ccc(F)cc3Cl)cc2)n1,40.0
CHEMBL405973,Oc1cc(Cc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl,51.0
CHEMBL428260,Oc1cc(CC2CCCCC2)ccc1Oc1ccc(Cl)cc1Cl,110.0
CHEMBL260061,Oc1cc(CCc2ccccc2)ccc1Oc1ccc(Cl)cc1Cl,21.0
CHEMBL3360252,CCCCCCc1ccc(Oc2ccccc2C#N)c(O)c1,235.6
CHEMBL4177124,CCCCCCc1ccc(Oc2ccccc2Br)c(O)c1,10.0
CHEMBL4162007,CCCCCCc1ccc(Oc2ccccc2Cl)c(O)c1,49.0
CHEMBL4174518,NC(=O)c1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1C(=O)c1ccncc1,19.0
CHEMBL3597020,CC1(C)CCC(Cc2cc(O)c(-c3ccccc3)c(=O)[nH]2)CC1,570.0
CHEMBL4174928,Cc1csc(C(C)(O)c2n[nH]/c(=N\C(=O)c3c(F)cccc3F)s2)n1,200.0
CHEMBL4167661,CNC(=O)CN1CCN(C(=O)[C@H]2CC[C@@H](NC(=O)Cc3sc4ccccc4c3C)CC2)[C@@H](Cc2ccccc2)C1=O,65.0
CHEMBL4176028,CNC(=O)CN(Cc1ccc(F)cc1)C(=O)[C@H]1CC[C@@H](NC(=O)Cc2sc3ccccc3c2C)CC1,600.0
CHEMBL4163172,CNC(=O)c1cnc(NC2CCN(c3ccccn3)CC2)c(NCc2ccc(F)c(Oc3ccccc3)c2)c1,297.0
CHEMBL4163218,CNC(=O)CN(C(=O)Cc1ccc(-n2cccn2)cc1)C1CCN(c2ccccn2)CC1,5900.0
CHEMBL4167466,CNC(=O)[C@@H]1C[C@H](NC(=O)[C@@H](NC(=O)c2ccc(Cn3cccn3)cc2)[C@@H](C)OC(C)(C)C)CN1C(=O)c1ccccc1,12000.0
CHEMBL3742313,O=c1[nH]c(CC2CCCCC2)cc(O)c1-c1ccccc1,590.0
CHEMBL2323583,CC(C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,32800.0
CHEMBL4454539,CC[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,127000.0
CHEMBL4564729,C[C@H]1OC(=O)[C@@H](C2CCCCC2)OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@H]1NC(=O)c1ncccc1O,11100.0
CHEMBL4548115,CC[C@@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,31500.0
CHEMBL4575301,CC[C@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,87200.0
CHEMBL4565976,C[C@H]1OC(=O)[C@@H](Cc2ccccc2)OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@H]1NC(=O)c1ncccc1O,29120.0
CHEMBL4557187,C[C@@H]1C(=O)N[C@H](C2CCCCC2)C(=O)O[C@H](C)[C@H](NC(=O)c2ncccc2O)C(=O)N[C@@H](Cc2cccnc2)[C@@H]1O,291000.0
CHEMBL4445442,Cn1c2ccccc2c2cc(/C=C3\SC(=S)N(c4ccc(C(=O)O)cc4)C3=O)ccc21,2820.0
CHEMBL4473331,NCc1ccc(NS(=O)(=O)/C=C/c2cccc(C(F)(F)F)c2)cc1,9000.0
CHEMBL4444080,NCc1cccc(NS(=O)(=O)/C=C/c2cccc(C(F)(F)F)c2)c1,4000.0
CHEMBL4435863,Cc1c(S(=O)(=O)Nc2cccc(CN)c2)sc2ccc(Cl)cc12,310.0
CHEMBL4591748,Cc1c(S(=O)(=O)Nc2cccc(CN)c2)sc2ccc(F)cc12,250.0
CHEMBL4439827,NCc1cccc(NS(=O)(=O)c2cc3ccccc3s2)c1,6000.0
CHEMBL4541593,NCc1cccc(NS(=O)(=O)c2cc3ccccc3o2)c1,22000.0
CHEMBL2387748,O=C(O)/C=C/c1cccc(C(F)(F)F)c1,1000000.0
CHEMBL64,NNC(=O)c1ccncc1,8290.0
CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,200000.0
CHEMBL4579264,COc1ccc(C(=O)CN2C(=O)/C(=C\c3cc(OC)c(OC)c(OC)c3)SC2=S)cc1,2550.0
CHEMBL4517154,COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccccc3OC)SC2=S)cc1,16800.0
CHEMBL4573708,COc1ccc(C(=O)CN2C(=O)/C(=C\c3cccc(Cl)c3)SC2=S)cc1,7840.0
CHEMBL4553751,COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccccc3Cl)SC2=S)cc1,15300.0
CHEMBL4586001,COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccc(C)cc3)SC2=S)cc1,5020.0
CHEMBL4555877,COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccc(Br)cc3)SC2=S)cc1,12100.0
CHEMBL4588928,COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccc(Cl)cc3)SC2=S)cc1,16500.0
CHEMBL4568422,COc1ccc(C(=O)CN2C(=O)/C(=C\c3ccc(F)cc3)SC2=S)cc1,20100.0
CHEMBL4552935,COc1cc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc(OC)c1OC,3120.0
CHEMBL4569601,COc1cccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)c1,22600.0
CHEMBL4521503,COc1ccccc1/C=C1/SC(=S)N(CC(=O)c2ccccc2)C1=O,28100.0
CHEMBL4564066,O=C(CN1C(=O)/C(=C\c2cccc(Cl)c2)SC1=S)c1ccccc1,47300.0
CHEMBL4557146,O=C(CN1C(=O)/C(=C\c2ccccc2Cl)SC1=S)c1ccccc1,25800.0
CHEMBL4524771,CC(=O)Nc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,11600.0
CHEMBL4564531,CN(C)c1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,17400.0
CHEMBL4555906,O=C(CN1C(=O)/C(=C\c2ccc(O)cc2)SC1=S)c1ccccc1,35300.0
CHEMBL4548258,O=C(CN1C(=O)/C(=C\c2ccc([N+](=O)[O-])cc2)SC1=S)c1ccccc1,43500.0
CHEMBL4552155,COc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,8240.0
CHEMBL4570532,Cc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,17500.0
CHEMBL4552239,O=C(CN1C(=O)/C(=C\c2ccc(Br)cc2)SC1=S)c1ccccc1,23900.0
CHEMBL4543078,O=C(CN1C(=O)/C(=C\c2ccc(Cl)cc2)SC1=S)c1ccccc1,50100.0
CHEMBL4541469,O=C(CN1C(=O)/C(=C\c2ccc(F)cc2)SC1=S)c1ccccc1,55000.0
CHEMBL4545197,O=C(CN1C(=O)/C(=C\c2ccccc2)SC1=S)c1ccccc1,40200.0
CHEMBL4800574,O=[N+]([O-])c1ccc(NC(=S)NCc2ccccc2Cl)cc1,17700.0
CHEMBL4794589,O=[N+]([O-])c1ccc(NC(=S)NCc2ccccc2Br)cc1,15600.0
CHEMBL5190515,CCS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,30.0
CHEMBL5174930,CS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,400.0
CHEMBL5284077,C=C1C(=O)OC[C@H]1C/C=C(\C)CC(=O)C=C(C)C,4.5
CHEMBL5291250,Oc1cc2ccc1Oc1ccc(cc1)CCc1ccc(c(O)c1)Oc1ccc(cc1)CC2,4700.0
